dataset,cell_id_1,cell_id_2,No_of_cells,1_in_col_1,1_in_col_2,1_in_col_3,1_in_col_4,1_in_col_5,1_in_col_6,1_in_col_7,1_in_col_8,1_in_col_9,1_in_col_10,2_in_col_1,2_in_col_2,2_in_col_3,2_in_col_4,2_in_col_5,2_in_col_6,2_in_col_7,2_in_col_8,2_in_col_9,2_in_col_10,0_in_col_1,0_in_col_2,0_in_col_3,0_in_col_4,0_in_col_5,0_in_col_6,0_in_col_7,0_in_col_8,0_in_col_9,0_in_col_10,max 1 in a col,min 1 in a col,max 2 in a col,min 2 in a col,max 0 in a col,min 0 in a col,entropy_in_col_1,entropy_in_col_2,entropy_in_col_3,entropy_in_col_4,entropy_in_col_5,entropy_in_col_6,entropy_in_col_7,entropy_in_col_8,entropy_in_col_9,entropy_in_col_10,avg_entropy_per_col,Unique_Code_In_A_Row,percent_uniq_barcode,max 1 in a row,min 1 in a row,max 2 in a row,min 2 in a row,max 0 in a row,min 0 in a row,avg no 1 in a row,avg no 2 in a row,avg no 0 in a row,avg no 0 and 2 in a row,bit1_cell1,bit2_cell1,bit3_cell1,bit4_cell1,bit5_cell1,bit6_cell1,bit7_cell1,bit8_cell1,bit9_cell1,bit10_cell1,no_1_row_cell1,no_2_row_cell1,no_0_row_cell1,no_0+2_row_cell1,entropy_row_cell1,bit1_cell2,bit2_cell2,bit3_cell2,bit4_cell2,bit5_cell2,bit6_cell2,bit7_cell2,bit8_cell2,bit9_cell2,bit10_cell2,no_1_row_cell2,no_2_row_cell2,no_0_row_cell2,no_0+2_row_cell2,entropy_row_cell2,level
22,3,,9,0.0,0.555555556,0.222222222,0.444444444,0.555555556,0.0,0.555555556,0.444444444,0.0,0.111111111,0.555555556,0.0,0.444444444,0.0,0.444444444,0.0,0.0,0.444444444,0.222222222,0.0,0.444444444,0.444444444,0.333333333,0.555555556,0.0,1.0,0.444444444,0.111111111,0.777777778,0.888888889,5,0,5,0,9,0,0.298343622,0.298343622,0.460724318,0.298343622,0.298343622,0.0,0.298343622,0.419078073,0.230048479,0.151495854,0.2753064834,10,1.11111111111111,5,1,3,1,7,2,0.288888889,0.211111111,0.5,7.111111111,2,1,2,0,1,0,1,1,0,0,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,4
22,4,,9,0.0,0.555555556,0.222222222,0.444444444,0.555555556,0.0,0.555555556,0.444444444,0.0,0.111111111,0.555555556,0.0,0.444444444,0.0,0.444444444,0.0,0.0,0.444444444,0.222222222,0.0,0.444444444,0.444444444,0.333333333,0.555555556,0.0,1.0,0.444444444,0.111111111,0.777777778,0.888888889,5,0,5,0,9,0,0.298343622,0.298343622,0.460724318,0.298343622,0.298343622,0.0,0.298343622,0.419078073,0.230048479,0.151495854,0.2753064834,10,1.11111111111111,5,1,3,1,7,2,0.288888889,0.211111111,0.5,7.111111111,2,1,2,0,1,0,1,1,0,0,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,4
22,5,,9,0.0,0.555555556,0.222222222,0.444444444,0.555555556,0.0,0.555555556,0.444444444,0.0,0.111111111,0.555555556,0.0,0.444444444,0.0,0.444444444,0.0,0.0,0.444444444,0.222222222,0.0,0.444444444,0.444444444,0.333333333,0.555555556,0.0,1.0,0.444444444,0.111111111,0.777777778,0.888888889,5,0,5,0,9,0,0.298343622,0.298343622,0.460724318,0.298343622,0.298343622,0.0,0.298343622,0.419078073,0.230048479,0.151495854,0.2753064834,10,1.11111111111111,5,1,3,1,7,2,0.288888889,0.211111111,0.5,7.111111111,2,1,2,0,1,0,1,1,2,0,4,3,3,6,1.57095059445467,,,,,,,,,,,,,,,,4
22,6,,9,0.0,0.555555556,0.222222222,0.444444444,0.555555556,0.0,0.555555556,0.444444444,0.0,0.111111111,0.555555556,0.0,0.444444444,0.0,0.444444444,0.0,0.0,0.444444444,0.222222222,0.0,0.444444444,0.444444444,0.333333333,0.555555556,0.0,1.0,0.444444444,0.111111111,0.777777778,0.888888889,5,0,5,0,9,0,0.298343622,0.298343622,0.460724318,0.298343622,0.298343622,0.0,0.298343622,0.419078073,0.230048479,0.151495854,0.2753064834,10,1.11111111111111,5,1,3,1,7,2,0.288888889,0.211111111,0.5,7.111111111,2,1,2,0,1,0,1,1,2,1,5,3,2,5,1.48547529722733,,,,,,,,,,,,,,,,4
23,1,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,2,2,0,0,0,2,1,2,1,2,4,4,8,1.52192809488736,,,,,,,,,,,,,,,,3
23,2,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,2,2,0,0,0,2,1,2,1,2,4,4,8,1.52192809488736,,,,,,,,,,,,,,,,3
23,3,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,2,2,0,0,0,2,1,2,1,2,4,4,8,1.52192809488736,,,,,,,,,,,,,,,,3
23,4,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,2,2,0,0,0,2,1,2,1,2,4,4,8,1.52192809488736,,,,,,,,,,,,,,,,3
23,5,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,2,1,0,0,1,0,1,0,0,0,3,1,6,7,1.29546184423832,,,,,,,,,,,,,,,,3
23,6,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,2,1,0,0,1,0,1,0,0,0,3,1,6,7,1.29546184423832,,,,,,,,,,,,,,,,3
23,7,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,1,0,2,2,1,1,2,2,1,4,4,2,6,1.52192809488736,,,,,,,,,,,,,,,,4
23,8,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,1,0,2,2,1,1,2,2,0,3,4,3,7,1.57095059445467,,,,,,,,,,,,,,,,4
23,9,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,1,2,2,2,1,1,1,2,1,5,4,1,5,1.36096404744368,,,,,,,,,,,,,,,,4
23,10,,10,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.6,0.0,0.7,0.2,0.4,0.6,0.4,0.4,0.0,0.4,0.2,0.8,0.0,0.8,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.2,0.3,7,0,8,0,8,0,0.217322011,0.292285253,0.292285253,0.292285253,0.458146008,0.292285253,0.292285253,0.412697252,0.217322011,0.265294996,0.3032208543,14,1.4,5,2,4,1,6,1,0.31,0.34,0.35,6.9,0,1,2,2,2,1,1,1,2,1,5,4,1,5,1.36096404744368,,,,,,,,,,,,,,,,4
24,9,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,0,2,0,0,0,0,0,0,2,1,1,2,7,9,1.15677964944704,,,,,,,,,,,,,,,,1
24,1,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,1,1,0,1,2,0,1,5,2,3,5,1.48547529722733,,,,,,,,,,,,,,,,4
24,2,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,0,1,2,1,2,0,1,1,2,1,5,3,2,5,1.48547529722733,,,,,,,,,,,,,,,,4
24,3,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,2,1,1,1,0,0,0,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,4
24,4,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,2,1,0,1,0,0,0,3,2,5,7,1.48547529722733,,,,,,,,,,,,,,,,4
24,5,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,0,1,1,1,0,0,0,4,1,5,6,1.36096404744368,,,,,,,,,,,,,,,,4
24,6,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,0,1,0,0,0,0,1,0,0,0,2,0,8,8,0.721928094887362,,,,,,,,,,,,,,,,4
24,7,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,0,1,0,1,0,0,1,4,1,5,6,1.36096404744368,,,,,,,,,,,,,,,,4
24,8,,9,0.0,0.888888889,0.0,0.222222222,0.666666667,0.222222222,0.888888889,0.111111111,0.0,0.555555556,0.666666667,0.111111111,0.111111111,0.222222222,0.111111111,0.0,0.0,0.111111111,0.222222222,0.0,0.333333333,0.0,0.888888889,0.555555556,0.222222222,0.777777778,0.111111111,0.777777778,0.777777778,0.444444444,8,0,6,0,8,0,0.276434591,0.151495854,0.151495854,0.432134731,0.368579455,0.230048479,0.151495854,0.296944034,0.230048479,0.298343622,0.2587020953,7,0.777777777777778,5,1,3,0,8,2,0.355555556,0.155555556,0.488888889,6.444444444,2,1,0,0,1,0,1,0,0,1,4,1,5,6,1.36096404744368,,,,,,,,,,,,,,,,4
25,9,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,2,2,0,1,1,1,1,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,2
25,10,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,2,2,0,1,1,1,1,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,3
25,11,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,2,2,0,1,1,1,1,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,3
25,1,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,2,1,0,2,1,1,1,2,2,1,5,4,1,5,1.36096404744368,,,,,,,,,,,,,,,,4
25,2,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,2,1,0,2,1,1,1,2,1,1,6,3,1,4,1.29546184423832,,,,,,,,,,,,,,,,4
25,3,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,2,1,0,2,1,1,1,0,1,1,6,2,2,4,1.37095059445467,,,,,,,,,,,,,,,,4
25,4,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,2,1,0,2,1,1,1,0,1,1,6,2,2,4,1.37095059445467,,,,,,,,,,,,,,,,4
25,5,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,1,0,0,0,1,2,2,1,5,2,3,5,1.48547529722733,,,,,,,,,,,,,,,,4
25,6,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,1,0,0,0,1,2,2,1,5,2,3,5,1.48547529722733,,,,,,,,,,,,,,,,4
25,7,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,1,1,2,0,1,2,2,1,6,3,1,4,1.29546184423832,,,,,,,,,,,,,,,,4
25,8,,11,0.636363636,1.0,0.363636364,0.181818182,0.363636364,0.636363636,1.0,0.272727273,0.545454546,1.0,0.363636364,0.0,0.272727273,0.636363636,0.181818182,0.0,0.0,0.545454546,0.454545455,0.0,0.0,0.0,0.363636364,0.181818182,0.454545455,0.363636364,0.0,0.181818182,0.0,0.0,11,2,7,0,5,0,0.284672117,0.0,0.473406895,0.39413757,0.450015414,0.284672117,0.0,0.432089844,0.29923291,0.0,0.2618226867,5,0.454545454545455,7,5,4,2,3,1,0.6,0.245454546,0.154545455,4.0,1,1,1,1,2,0,1,2,2,1,6,3,1,4,1.29546184423832,,,,,,,,,,,,,,,,4
26,14,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,1,1,0,0,0,0,1,0,0,0,3,0,7,7,0.881290899230693,,,,,,,,,,,,,,,,3
26,1,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,2,1,0,1,0,0,1,0,0,0,3,1,6,7,1.29546184423832,,,,,,,,,,,,,,,,4
26,2,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,1,1,1,1,0,0,1,0,0,0,5,0,5,5,1.0,,,,,,,,,,,,,,,,4
26,9,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,0,1,0,2,2,1,1,0,0,0,3,2,5,7,1.48547529722733,,,,,,,,,,,,,,,,4
26,15,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,1,1,1,2,0,1,1,0,2,1,6,2,2,4,1.37095059445467,,,,,,,,,,,,,,,,4
26,16,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,0,1,0,2,0,1,1,0,2,1,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,4
26,17,,20,0.55,0.95,0.45,0.35,0.3,0.45,0.95,0.0,0.05,0.5,0.35,0.0,0.0,0.5,0.2,0.0,0.05,0.3,0.45,0.0,0.1,0.05,0.55,0.15,0.5,0.55,0.0,0.7,0.5,0.5,19,0,10,0,14,0,0.402376705,0.086214075,0.29885489,0.433677494,0.447172622,0.29885489,0.086214075,0.265294996,0.371620866,0.301029996,0.2991310609,9,0.45,6,3,4,0,7,1,0.455,0.185,0.36,5.45,2,1,0,2,1,1,1,0,0,0,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,4
