,Node Name,Level,Type
1069,8_2101101001,4,L
1070,9_2111101011,4,L
1071,10_1111101011,4,L
1072,11_1111201001,4,L
1073,26_1111111111,0,I
1074,20_1100101011,1,I
1075,25_1100101000,1,I
1076,17_0000000021,2,I
1077,19_2100101001,2,I
1078,23_1100101000,2,I
1079,24_1100101000,2,I
1080,15_0000000021,3,I
1081,16_0000000021,3,I
1082,5_2100101000,3,L
1083,18_2100101001,3,I
1084,21_2100101000,3,I
1085,22_1100101000,3,I
1086,13_2100101000,3,L
1087,14_0100001000,3,L
1088,1_0000000021,4,L
1089,2_0000000021,4,L
1090,3_0000000021,4,L
1091,4_0000000021,4,L
1092,7_2100101001,4,L
1093,8_2100001001,4,L
1094,9_2100101000,4,L
1095,10_2100101000,4,L
1096,11_0100001000,4,L
1097,12_2100101000,4,L
1098,63_1111111111,0,I
1099,47_1111111111,1,I
1100,62_1111111111,1,I
1101,39_2110101121,2,I
1102,46_0112011012,2,I
1103,54_1111111111,2,I
1104,61_1111111111,2,I
1105,35_2110101021,3,I
1106,38_2100101221,3,I
1107,42_0112011012,3,I
1108,45_0112011012,3,I
1109,50_1111101111,3,I
1110,53_1112111121,3,I
1111,57_2111111111,3,I
1112,60_1121111111,3,I
1113,33_2110101021,4,I
1114,34_2110101021,4,I
1115,36_2100101221,4,I
1116,37_2100101221,4,I
1117,40_0112011012,4,I
1118,41_0112011012,4,I
1119,43_0112011012,4,I
1120,44_0112011012,4,I
1121,48_2111101101,4,I
1122,49_0111001221,4,I
1123,51_0122211121,4,I
1124,52_2212112221,4,I
1125,55_2111111111,4,I
1126,56_2112111211,4,I
1127,58_0122211111,4,I
1128,59_1121101111,4,I
1129,1_2110101021,5,L
1130,2_2110101021,5,L
1131,3_2110101021,5,L
1132,4_2110101021,5,L
1133,5_2100101221,5,L
1134,6_2100101221,5,L
1135,7_2100101221,5,L
1136,8_2100101221,5,L
1137,9_0112011012,5,L
1138,10_0112011012,5,L
1139,11_0112011012,5,L
1140,12_0112011012,5,L
1141,13_0112011012,5,L
1142,14_0112011012,5,L
1143,15_0112011012,5,L
1144,16_0112011012,5,L
1145,17_2121101100,5,L
1146,18_2111101201,5,L
1147,19_0111001221,5,L
1148,20_0111001221,5,L
1149,21_0122211121,5,L
1150,22_0122211121,5,L
1151,23_2212112221,5,L
1152,24_2212112221,5,L
1153,25_2100101000,5,L
1154,26_2112111211,5,L
1155,27_2112111211,5,L
1156,28_2112111211,5,L
1157,29_0122211221,5,L
1158,30_0122211111,5,L
1159,31_1121101111,5,L
1160,32_1121001111,5,L
1161,34_1111111111,0,I
1162,26_1111111111,1,I
1163,33_1111111111,1,I
1164,23_1111111111,2,I
1165,25_1110101011,2,I
1166,32_1111111211,2,I
1167,22_2100101000,2,L
1168,1_2111101221,3,L
1169,2_1112211000,3,L
1170,24_1110101011,3,I
1171,5_2100101000,3,L
1172,29_1111001211,3,I
1173,31_1111111211,3,I
1174,3_0110101001,4,L
1175,4_1110001021,4,L
1176,27_1111001211,4,I
1177,28_1111001221,4,I
1178,11_2112111221,4,L
1179,30_1111001211,4,I
1180,7_1111001201,5,L
1181,8_1111001221,5,L
1182,9_1111001221,5,L
1183,10_1111001221,5,L
1184,13_1111001221,5,L
1185,14_1111001201,5,L
1186,28_1111111111,0,I
1187,21_1120111101,1,I
1188,27_1111011111,1,I
1189,4_0120111100,2,L
1190,20_1120111101,2,I
1191,24_1111011101,2,I
1192,26_2102011221,2,I
1193,5_1120111100,3,L
1194,7_1120111101,3,L
1195,22_1111001201,3,I
1196,23_0111011101,3,I
1197,16_2102011221,3,L
1198,25_2102011221,3,I
1199,8_1101001201,4,L
1200,9_1111001201,4,L
1201,13_0111011101,4,L
1202,14_0111011001,4,L
1203,18_2102011221,4,L
1204,19_2102011221,4,L
1205,19_1111111111,0,I
1206,13_1112111111,1,I
1207,18_1111211121,1,I
1208,11_1112111111,2,I
1209,12_1112111211,2,I
1210,16_2110211021,2,I
1211,17_1111212121,2,I
1212,1_1112001011,3,L
1213,2_1112111211,3,L
1214,3_0112111211,3,L
1215,4_1112111211,3,L
1216,14_2110211021,3,I
1217,15_2110211021,3,I
1218,9_1111212021,3,L
1219,10_1111212121,3,L
1220,5_2110211021,4,L
1221,6_2110211021,4,L
1222,7_2110211021,4,L
1223,8_2110211021,4,L
1224,19_1111111111,0,I
1225,15_1111111111,1,I
1226,18_0111111021,1,I
1227,13_0101010101,2,I
1228,14_2112111121,2,I
1229,16_0112211021,2,I
1230,17_0111011021,2,I
1231,11_0101000101,3,I
1232,12_0201010201,3,I
1233,5_2122211021,3,L
1234,6_2202011221,3,L
1235,7_0112210021,3,L
1236,8_0112211021,3,L
1237,9_0100011021,3,L
1238,10_0112011021,3,L
1239,1_0201000201,4,L
1240,2_0101000000,4,L
1241,3_0201010201,4,L
1242,4_0201010201,4,L
1243,23_1111111111,0,I
1244,19_2121211101,1,I
1245,22_2122111221,1,I
1246,17_2121212001,2,I
1247,18_2121211201,2,I
1248,20_2122111221,2,I
1249,21_2122111221,2,I
1250,9_2121212001,3,L
1251,10_2121212001,3,L
1252,11_2121211201,3,L
1253,12_2121211201,3,L
1254,13_2122111221,3,L
1255,14_2122111221,3,L
1256,15_2122111221,3,L
1257,16_2122111221,3,L
1258,32_1111111111,0,I
1259,23_1111111111,1,I
1260,31_1111111111,1,I
1261,4_1111111111,2,L
1262,22_1111111111,2,I
1263,25_1111111111,2,I
1264,30_2111111111,2,I
1265,5_1111111111,3,L
1266,6_1111111111,3,L
1267,24_1111111111,3,I
1268,10_1111111111,3,L
1269,27_2111111111,3,I
1270,29_2111111111,3,I
1271,7_1111111001,4,L
1272,8_1111111111,4,L
1273,26_2111111111,4,I
1274,16_2111111111,4,L
1275,28_2111111111,4,I
1276,21_2111111111,4,L
1277,14_2111111111,5,L
1278,15_2111111111,5,L
1279,18_2111111111,5,L
1280,19_2111111111,5,L
1281,35_1111111111,0,I
1282,28_1112112111,1,I
1283,34_1112112111,1,I
1284,25_2112112221,2,I
1285,27_1122012101,2,I
1286,30_0122012000,2,I
1287,33_2112212211,2,I
1288,23_2112012221,3,I
1289,24_2112212221,3,I
1290,26_1122012001,3,I
1291,15_0122012201,3,L
1292,16_0122012000,3,L
1293,29_0122012000,3,I
1294,31_2112212211,3,I
1295,32_2112212211,3,I
1296,9_2112012221,4,L
1297,10_2112012221,4,L
1298,11_2112212221,4,L
1299,12_2112212221,4,L
1300,13_1122012001,4,L
1301,14_1122012001,4,L
1302,17_0122012000,4,L
1303,18_0122012000,4,L
1304,19_2112212211,4,L
1305,20_2112212211,4,L
1306,21_2112202201,4,L
1307,22_2112212211,4,L
1308,11_1111111111,0,I
1309,8_1111111111,1,I
1310,10_2111111111,1,I
1311,3_1111111011,2,L
1312,4_1111111111,2,L
1313,9_2111111211,2,I
1314,7_2111111121,2,L
1315,5_2111111211,3,L
1316,6_2111111211,3,L
1317,14_1111111111,0,I
1318,12_1111111111,1,I
1319,13_1111111111,1,I
1320,1_1111111111,2,L
1321,2_1111111111,2,L
1322,10_1111111111,2,L
1323,11_1111111001,2,L
1324,18_1111111111,0,I
1325,14_1111111111,1,I
1326,17_2111111111,1,I
1327,1_0111111111,2,L
1328,13_1111111101,2,I
1329,15_2112111111,2,I
1330,16_2110011000,2,I
1331,11_1111111101,3,I
1332,12_1111111101,3,I
1333,7_2112211201,3,L
1334,8_2112111121,3,L
1335,9_2110011000,3,L
1336,10_2110011000,3,L
1337,3_1110111101,4,L
1338,4_1111211101,4,L
1339,5_1111111101,4,L
1340,6_1111111101,4,L
1341,57_1111111111,0,I
1342,41_0111111121,1,I
1343,56_2111111111,1,I
1344,37_0000010121,2,I
1345,40_0112211221,2,I
1346,48_2112011221,2,I
1347,55_2111111111,2,I
1348,35_0000000221,3,I
1349,36_0000010021,3,I
1350,38_0112211221,3,I
1351,39_0112212221,3,I
1352,44_2112011221,3,I
1353,47_2112011221,3,I
1354,51_2112111101,3,I
1355,54_2000212011,3,I
1356,33_0000000221,4,I
1357,34_0000000221,4,I
1358,5_0000010021,4,L
1359,6_0000010021,4,L
1360,13_0112211221,4,L
1361,14_0112211221,4,L
1362,15_0112212221,4,L
1363,16_0112212221,4,L
1364,42_2112011221,4,I
1365,43_2112011221,4,I
1366,45_2112011221,4,I
1367,46_2112011221,4,I
1368,49_2112110101,4,I
1369,50_2112211201,4,I
1370,52_2000212000,4,I
1371,53_2000212021,4,I
1372,1_0000000221,5,L
1373,2_0000000221,5,L
1374,3_0000000221,5,L
1375,4_0000000221,5,L
1376,17_2112011221,5,L
1377,18_2112011221,5,L
1378,19_2112011221,5,L
1379,20_2112011221,5,L
1380,21_2112011221,5,L
1381,22_2112011221,5,L
1382,23_2112011221,5,L
1383,24_2112011221,5,L
1384,25_2112210000,5,L
1385,26_2112000201,5,L
1386,27_2112211201,5,L
1387,28_2112211201,5,L
1388,29_2000212000,5,L
1389,30_2000212000,5,L
1390,31_2000212021,5,L
1391,32_2000212021,5,L
1392,15_1111111111,0,I
1393,11_0222000000,1,I
1394,14_0112000000,1,I
1395,9_0222000000,2,I
1396,10_0222000000,2,I
1397,12_0112000000,2,I
1398,13_0122000000,2,I
1399,1_0222000000,3,L
1400,2_0222000000,3,L
1401,3_0222000000,3,L
1402,4_0222000000,3,L
1403,5_0112000000,3,L
1404,6_0112000000,3,L
1405,7_0122000000,3,L
1406,8_0122000000,3,L
1407,56_1111111111,0,I
1408,33_0112210221,1,I
1409,55_1101111101,1,I
1410,31_0122210221,2,I
1411,32_0212210221,2,I
1412,45_2102111101,2,I
1413,54_1100001101,2,I
1414,1_0122210221,3,L
1415,2_0122210221,3,L
1416,3_0212210221,3,L
1417,4_0212210221,3,L
1418,38_2102110101,3,I
1419,44_2102211101,3,I
1420,48_1100001201,3,I
1421,53_2100002001,3,I
1422,36_2102120202,4,I
1423,37_2102000000,4,I
1424,41_2102212101,4,I
1425,43_2102210101,4,I
1426,46_2100001201,4,I
1427,47_1100001201,4,I
1428,51_2100002001,4,I
1429,52_2100002001,4,I
1430,34_2102120202,5,I
1431,35_2102120202,5,I
1432,9_2102000000,5,L
1433,12_2202000000,5,L
1434,39_2102212202,5,I
1435,40_2102212101,5,I
1436,17_2102210101,5,L
1437,42_2102210101,5,I
1438,21_2100001201,5,L
1439,22_2100001201,5,L
1440,23_0100001201,5,L
1441,24_1100001201,5,L
1442,49_2100002001,5,I
1443,50_2100002001,5,I
1444,29_2100002001,5,L
1445,30_2100002001,5,L
1446,5_2102120202,6,L
1447,6_2102120202,6,L
1448,7_2102120202,6,L
1449,8_2102120202,6,L
1450,13_2102212202,6,L
1451,14_2102212202,6,L
1452,15_2102212101,6,L
1453,16_2102212101,6,L
1454,19_2102210101,6,L
1455,20_2102210101,6,L
1456,25_2100002001,6,L
1457,26_2100002001,6,L
1458,27_2100002001,6,L
1459,28_2100002001,6,L
1460,23_1111111111,0,I
1461,1_2112211101,1,L
1462,22_1111111111,1,I
1463,19_1111111111,2,I
1464,21_1111111111,2,I
1465,17_2112001211,3,I
1466,18_1111111111,3,I
1467,14_1112111111,3,L
1468,20_1111111111,3,I
1469,2_2112001211,4,L
1470,7_2112001211,4,L
1471,8_1111111101,4,L
1472,13_1111111111,4,L
1473,15_1111111111,4,L
1474,16_1111111111,4,L
1475,26_1111111111,0,I
1476,21_1111111111,1,I
1477,25_1111111111,1,I
1478,18_1111111111,2,I
1479,20_1111111211,2,I
1480,22_1111111011,2,I
1481,24_1111111111,2,I
1482,16_1111111111,3,I
1483,17_1111111211,3,I
1484,19_1111111211,3,I
1485,7_1111111211,3,L
1486,9_1011111011,3,L
1487,10_1111111011,3,L
1488,23_1111111111,3,I
1489,15_1111111111,3,L
1490,1_1111111111,4,L
1491,2_1111111111,4,L
1492,3_1111111211,4,L
1493,4_1111111211,4,L
1494,5_1111111211,4,L
1495,6_1111111211,4,L
1496,13_1111111111,4,L
1497,14_1111111111,4,L
1498,58_1111111111,0,I
1499,47_1111111111,1,I
1500,57_1111111111,1,I
1501,40_0122211011,2,I
1502,46_1111111111,2,I
1503,53_1111111111,2,I
1504,56_1111111121,2,I
1505,36_0122212021,3,I
1506,39_0122211011,3,I
1507,42_1111111011,3,I
1508,45_2111111221,3,I
1509,49_1111111111,3,I
1510,52_1111111111,3,I
1511,55_1111111121,3,I
1512,33_1112212121,3,L
1513,34_0122212021,4,I
1514,35_0122212021,4,I
1515,37_0122211021,4,I
1516,38_0122211011,4,I
1517,41_0111111011,4,I
1518,12_2110111001,4,L
1519,43_2111111221,4,I
1520,44_2111111221,4,I
1521,48_1112111111,4,I
1522,23_2110000000,4,L
1523,50_1111211101,4,I
1524,51_1111111221,4,I
1525,54_1111111221,4,I
1526,31_0101111121,4,L
1527,1_0122212021,5,L
1528,2_0122212021,5,L
1529,3_0122212021,5,L
1530,4_0022212021,5,L
1531,5_0122211021,5,L
1532,6_0122211021,5,L
1533,7_0122211011,5,L
1534,8_0122211011,5,L
1535,9_0111211021,5,L
1536,10_0111001001,5,L
1537,13_2111211221,5,L
1538,14_2111111221,5,L
1539,15_2111111221,5,L
1540,16_2111111221,5,L
1541,17_2112111111,5,L
1542,18_0012111111,5,L
1543,24_1011211101,5,L
1544,25_1112211101,5,L
1545,26_1111211221,5,L
1546,27_1111011221,5,L
1547,28_0111111221,5,L
1548,29_1111111221,5,L
1549,77_1111111111,0,I
1550,53_1111211111,1,I
1551,76_1111211111,1,I
1552,48_1112211111,2,I
1553,52_2111212121,2,I
1554,60_2111211211,2,I
1555,75_0112211111,2,I
1556,3_0112211221,3,L
1557,4_2222212000,3,L
1558,51_2111212121,3,I
1559,17_2121212221,3,L
1560,56_2110211201,3,I
1561,59_2112212221,3,I
1562,67_0012211000,3,I
1563,74_0112211111,3,I
1564,49_2111212121,4,I
1565,50_2111212121,4,I
1566,54_2110211201,4,I
1567,55_2110211201,4,I
1568,57_2212212221,4,I
1569,58_2112212221,4,I
1570,63_0012211000,4,I
1571,66_0012211000,4,I
1572,70_0112211111,4,I
1573,73_0112211221,4,I
1574,10_2111212121,5,L
1575,11_2111212121,5,L
1576,12_2111212121,5,L
1577,13_2111212121,5,L
1578,20_2110211201,5,L
1579,21_2110211201,5,L
1580,22_2110211201,5,L
1581,23_2110211201,5,L
1582,24_2212212221,5,L
1583,25_2212212221,5,L
1584,26_2112212221,5,L
1585,27_2112212221,5,L
1586,61_0012211000,5,I
1587,62_0012211000,5,I
1588,64_0012211000,5,I
1589,65_0012211000,5,I
1590,68_0112210000,5,I
1591,69_0112211221,5,I
1592,71_0112211221,5,I
1593,72_0112212221,5,I
1594,32_0012211000,6,L
1595,33_0012211000,6,L
1596,34_0012211000,6,L
1597,35_0012211000,6,L
1598,36_0012211000,6,L
1599,37_0012211000,6,L
1600,38_0012211000,6,L
1601,39_0012211000,6,L
1602,40_0112210000,6,L
1603,41_0112210000,6,L
1604,42_0112211221,6,L
1605,43_0112211221,6,L
1606,44_0112211221,6,L
1607,45_0112211221,6,L
1608,46_0112212221,6,L
1609,47_0112212221,6,L
1610,12_1111111111,0,I
1611,9_2011020221,1,I
1612,11_1222112201,1,I
1613,8_2021020221,2,I
1614,3_2011020221,2,L
1615,10_1222212201,2,I
1616,7_1222012201,2,L
1617,1_2021020221,3,L
1618,2_2021020221,3,L
1619,5_1222212201,3,L
1620,6_1222212201,3,L
1621,15_1111111111,0,I
1622,11_2112212001,1,I
1623,14_2112212001,1,I
1624,9_2112212001,2,I
1625,10_2012212001,2,I
1626,12_2112212001,2,I
1627,13_2122212001,2,I
1628,1_2122212001,3,L
1629,2_2102212001,3,L
1630,3_2022212001,3,L
1631,4_2012212001,3,L
1632,5_2112212001,3,L
1633,6_2102212001,3,L
1634,7_2122212001,3,L
1635,8_2122212001,3,L
1636,49_1111111111,0,I
1637,38_1111111111,1,I
1638,48_1111111111,1,I
1639,33_1111111111,2,I
1640,37_1111111111,2,I
1641,42_1111111111,2,I
1642,47_1111111111,2,I
1643,31_1111111111,3,I
1644,32_1111111111,3,I
1645,35_1111111111,3,I
1646,36_1111111111,3,I
1647,39_1111111111,3,I
1648,41_1111111111,3,I
1649,45_1111111111,3,I
1650,46_1111111111,3,I
1651,29_1111111111,4,I
1652,30_1111111211,4,I
1653,6_1111111121,4,L
1654,7_2111111111,4,L
1655,8_1111111111,4,L
1656,34_1111111111,4,I
1657,12_1111111101,4,L
1658,14_1111111111,4,L
1659,16_1111111111,4,L
1660,17_1111110111,4,L
1661,18_1111111111,4,L
1662,40_1111111111,4,I
1663,43_1111111111,4,I
1664,44_1111111111,4,I
1665,25_1111111111,4,L
1666,28_1111111111,4,L
1667,1_1111101011,5,L
1668,2_1111111111,5,L
1669,3_1111111211,5,L
1670,4_1111111211,5,L
1671,9_1111111111,5,L
1672,10_1111111111,5,L
1673,19_1111111111,5,L
1674,20_1111111111,5,L
1675,21_1111111111,5,L
1676,22_1111111111,5,L
1677,23_1111111111,5,L
1678,24_1111111111,5,L
1679,20_1111111111,0,I
1680,17_0112212221,1,I
1681,19_2112212121,1,I
1682,14_0112212221,2,I
1683,16_0112212221,2,I
1684,9_2122212221,2,L
1685,18_2112212121,2,I
1686,13_0112212221,3,I
1687,4_0112212221,3,L
1688,5_0112212221,3,L
1689,15_0112212221,3,I
1690,11_2112212021,3,L
1691,12_2112212221,3,L
1692,1_0112212221,4,L
1693,2_0112212221,4,L
1694,7_0112212221,4,L
1695,8_0112212221,4,L
1696,27_1111111111,0,I
1697,25_1111211111,1,I
1698,26_0100000101,1,I
1699,21_1111211111,2,I
1700,24_0111211221,2,I
1701,14_0100000101,2,L
1702,15_0000000101,2,L
1703,17_1110210011,3,I
1704,20_1211211121,3,I
1705,22_0111211221,3,I
1706,23_0111211221,3,I
1707,3_0100210021,4,L
1708,16_1110210001,4,I
1709,18_2211211121,4,I
1710,19_1211211021,4,I
1711,10_0111211221,4,L
1712,11_0111211221,4,L
1713,12_0111211221,4,L
1714,13_0110211221,4,L
1715,4_2110210001,5,L
1716,5_0110210001,5,L
1717,6_2212211221,5,L
1718,7_2220211021,5,L
1719,8_0212211021,5,L
1720,9_2220211021,5,L
1721,23_1111111111,0,I
1722,17_2100000121,1,I
1723,22_0010112201,1,I
1724,13_2000000021,2,I
1725,16_2100000221,2,I
1726,20_0010112200,2,I
1727,21_0000212201,2,I
1728,1_2000000021,3,L
1729,2_2000000021,3,L
1730,14_2100000221,3,I
1731,15_2100000221,3,I
1732,18_0010012200,3,I
1733,19_0000212200,3,I
1734,11_0000212201,3,L
1735,12_0000212201,3,L
1736,3_2100000221,4,L
1737,4_2100000221,4,L
1738,5_2100000221,4,L
1739,6_2100000221,4,L
1740,7_0010012200,4,L
1741,8_0010012200,4,L
1742,9_0000212200,4,L
1743,10_0000212200,4,L
1744,29_1111111111,0,I
1745,22_1111112121,1,I
1746,28_2111011121,1,I
1747,18_0111112221,2,I
1748,21_1110112121,2,I
1749,24_2211012221,2,I
1750,27_2111010121,2,I
1751,16_0111112221,3,I
1752,17_0111112221,3,I
1753,19_1110012121,3,I
1754,20_0110112221,3,I
1755,23_2211012221,3,I
1756,11_2211012221,3,L
1757,25_2111010121,3,I
1758,26_2111010121,3,I
1759,1_0111112221,4,L
1760,2_0111112221,4,L
1761,3_0111112221,4,L
1762,4_0111112221,4,L
1763,5_1110012221,4,L
1764,6_1110012021,4,L
1765,7_0110112221,4,L
1766,8_0110112221,4,L
1767,9_2211012221,4,L
1768,10_2211012221,4,L
1769,12_2111010121,4,L
1770,13_2111010121,4,L
1771,14_2111010121,4,L
1772,15_2111010121,4,L
1773,35_1111111111,0,I
1774,26_0122211201,1,I
1775,34_2112111211,1,I
1776,23_0122212201,2,I
1777,25_0122211201,2,I
1778,29_2112111221,2,I
1779,33_2112010201,2,I
1780,21_0122212201,3,I
1781,22_0022212201,3,I
1782,24_0122210201,3,I
1783,8_0122212200,3,L
1784,27_2112111221,3,I
1785,28_2112011221,3,I
1786,31_2112010201,3,I
1787,32_2112010201,3,I
1788,1_0122212201,4,L
1789,2_0122212201,4,L
1790,3_0022212201,4,L
1791,4_0022212201,4,L
1792,5_0122210201,4,L
1793,6_0122210201,4,L
1794,9_2112011221,4,L
1795,11_2112111221,4,L
1796,14_2112011221,4,L
1797,15_2112011221,4,L
1798,30_2112010201,4,I
1799,18_2112010201,4,L
1800,19_2112010201,4,L
1801,20_2112010201,4,L
1802,16_2112010201,5,L
1803,17_2112010201,5,L
1804,36_1111111111,0,I
1805,32_1111111111,1,I
1806,35_0110212201,1,I
1807,25_2110111121,2,I
1808,31_1111111111,2,I
1809,33_0120212201,2,I
1810,34_0110212201,2,I
1811,23_2110111221,3,I
1812,24_2110111121,3,I
1813,28_1111111111,3,I
1814,30_1111111101,3,I
1815,15_0120212201,3,L
1816,16_0120212201,3,L
1817,19_0100212201,3,L
1818,20_0120212201,3,L
1819,21_2110111221,4,I
1820,22_2110111221,4,I
1821,5_2110111121,4,L
1822,6_2110111121,4,L
1823,26_1111111111,4,I
1824,27_1111111111,4,I
1825,29_1111110101,4,I
1826,13_1112111101,4,L
1827,1_2110111221,5,L
1828,2_2110111221,5,L
1829,3_2110111221,5,L
1830,4_2110111221,5,L
1831,7_1111111101,5,L
1832,8_1110111111,5,L
1833,9_1111111111,5,L
1834,10_1111111111,5,L
1835,11_1111110101,5,L
1836,12_1111110101,5,L
1837,55_1111111111,0,I
1838,43_2111111111,1,I
1839,54_1111111111,1,I
1840,36_2112111211,2,I
1841,42_2110111111,2,I
1842,50_1111111121,2,I
1843,53_1101111001,2,I
1844,33_2112111211,3,I
1845,35_2112012221,3,I
1846,39_2110111221,3,I
1847,41_2110111001,3,I
1848,46_2111111021,3,I
1849,49_1112211221,3,I
1850,51_0102111001,3,I
1851,52_1100211001,3,I
1852,31_2112111211,4,I
1853,32_2112211200,4,I
1854,34_2112012221,4,I
1855,8_2122012221,4,L
1856,37_2110211221,4,I
1857,38_2110011221,4,I
1858,15_2110111001,4,L
1859,40_2110111001,4,I
1860,44_2111211021,4,I
1861,45_2112111021,4,I
1862,47_2112212221,4,I
1863,48_0122211221,4,I
1864,27_0102111001,4,L
1865,28_0102212001,4,L
1866,29_1100212001,4,L
1867,30_1100211001,4,L
1868,1_2112011221,5,L
1869,2_2112211200,5,L
1870,3_2112211200,5,L
1871,4_2112211200,5,L
1872,5_2122012221,5,L
1873,6_2102012221,5,L
1874,11_2110211221,5,L
1875,12_2110211221,5,L
1876,13_2110011221,5,L
1877,14_2110011221,5,L
1878,17_2110111001,5,L
1879,18_2110111001,5,L
1880,19_2110211021,5,L
1881,20_2122211021,5,L
1882,21_2112211021,5,L
1883,22_2102011021,5,L
1884,23_2112212221,5,L
1885,24_2112212221,5,L
1886,25_0122212221,5,L
1887,26_0122211221,5,L
1888,52_1111111111,0,I
1889,41_1111111111,1,I
1890,51_1111111111,1,I
1891,34_1111111111,2,I
1892,40_1111111111,2,I
1893,42_1110111121,2,I
1894,50_1111111111,2,I
1895,1_1112111111,3,L
1896,33_1111111111,3,I
1897,37_1111111111,3,I
1898,39_1111111111,3,I
1899,14_1110111121,3,L
1900,15_1110111121,3,L
1901,44_1111101001,3,I
1902,49_1111111111,3,I
1903,3_1112111001,4,L
1904,32_1111111111,4,I
1905,35_1111111111,4,I
1906,36_2111111111,4,I
1907,10_1111111001,4,L
1908,38_1111111111,4,I
1909,43_2100001001,4,I
1910,25_1111102001,4,L
1911,45_1111111121,4,I
1912,48_1111111201,4,I
1913,5_2110111211,5,L
1914,4_1112111111,5,L
1915,6_1111111111,5,L
1916,7_1111111111,5,L
1917,8_2111111111,5,L
1918,9_2111111111,5,L
1919,12_1111110111,5,L
1920,13_2110111001,5,L
1921,22_2100002000,5,L
1922,23_2100000001,5,L
1923,26_1110111121,5,L
1924,27_1112111121,5,L
1925,46_1111112201,5,I
1926,47_1111111201,5,I
1927,28_1111112201,6,L
1928,29_1111112201,6,L
1929,30_1111110201,6,L
1930,31_1111112201,6,L
1931,45_1111111111,0,I
1932,39_1111111111,1,I
1933,44_1111111111,1,I
1934,36_1111111111,2,I
1935,38_2110111211,2,I
1936,40_1111111111,2,I
1937,43_1111111111,2,I
1938,33_1111111111,3,I
1939,35_1111111111,3,I
1940,37_2110111211,3,I
1941,15_2110111211,3,L
1942,23_1111111101,3,L
1943,24_1111111021,3,L
1944,41_1111111011,3,I
1945,42_1111111100,3,I
1946,31_1111111111,4,I
1947,32_1111111111,4,I
1948,34_1111111011,4,I
1949,7_1111111101,4,L
1950,13_2110111211,4,L
1951,14_2110111211,4,L
1952,27_1111111000,4,L
1953,28_0102001011,4,L
1954,29_1111111100,4,L
1955,30_2100000000,4,L
1956,1_1111000011,5,L
1957,2_0111111111,5,L
1958,3_1111111111,5,L
1959,4_1111111111,5,L
1960,5_1111111001,5,L
1961,6_1102010010,5,L
