,0,1,2,3,4,5,6,7,8,9
1218,1,1,1,1,2,1,2,0,2,1
1219,1,1,1,1,2,1,2,1,2,1
1220,2,1,1,0,2,1,1,0,2,1
1221,2,1,1,0,2,1,1,0,2,1
1222,2,1,1,0,2,1,1,0,2,1
1223,2,1,1,0,2,1,1,0,2,1
1233,2,1,2,2,2,1,1,0,2,1
1234,2,2,0,2,0,1,1,2,2,1
1235,0,1,1,2,2,1,0,0,2,1
1236,0,1,1,2,2,1,1,0,2,1
1237,0,1,0,0,0,1,1,0,2,1
1238,0,1,1,2,0,1,1,0,2,1
1239,0,2,0,1,0,0,0,2,0,1
1240,0,1,0,1,0,0,0,0,0,0
1241,0,2,0,1,0,1,0,2,0,1
1242,0,2,0,1,0,1,0,2,0,1
1250,2,1,2,1,2,1,2,0,0,1
1251,2,1,2,1,2,1,2,0,0,1
1252,2,1,2,1,2,1,1,2,0,1
1253,2,1,2,1,2,1,1,2,0,1
1254,2,1,2,2,1,1,1,2,2,1
1255,2,1,2,2,1,1,1,2,2,1
1256,2,1,2,2,1,1,1,2,2,1
1257,2,1,2,2,1,1,1,2,2,1
1261,1,1,1,1,1,1,1,1,1,1
1265,1,1,1,1,1,1,1,1,1,1
1266,1,1,1,1,1,1,1,1,1,1
1268,1,1,1,1,1,1,1,1,1,1
1271,1,1,1,1,1,1,1,0,0,1
1272,1,1,1,1,1,1,1,1,1,1
1274,2,1,1,1,1,1,1,1,1,1
1276,2,1,1,1,1,1,1,1,1,1
1277,2,1,1,1,1,1,1,1,1,1
1278,2,1,1,1,1,1,1,1,1,1
1279,2,1,1,1,1,1,1,1,1,1
1280,2,1,1,1,1,1,1,1,1,1
1291,0,1,2,2,0,1,2,2,0,1
1292,0,1,2,2,0,1,2,0,0,0
1296,2,1,1,2,0,1,2,2,2,1
1297,2,1,1,2,0,1,2,2,2,1
1298,2,1,1,2,2,1,2,2,2,1
1299,2,1,1,2,2,1,2,2,2,1
1300,1,1,2,2,0,1,2,0,0,1
1301,1,1,2,2,0,1,2,0,0,1
1302,0,1,2,2,0,1,2,0,0,0
1303,0,1,2,2,0,1,2,0,0,0
1304,2,1,1,2,2,1,2,2,1,1
1305,2,1,1,2,2,1,2,2,1,1
1306,2,1,1,2,2,0,2,2,0,1
1307,2,1,1,2,2,1,2,2,1,1
1311,1,1,1,1,1,1,1,0,1,1
1312,1,1,1,1,1,1,1,1,1,1
1314,2,1,1,1,1,1,1,1,2,1
1315,2,1,1,1,1,1,1,2,1,1
1316,2,1,1,1,1,1,1,2,1,1
1320,1,1,1,1,1,1,1,1,1,1
1321,1,1,1,1,1,1,1,1,1,1
1322,1,1,1,1,1,1,1,1,1,1
1323,1,1,1,1,1,1,1,0,0,1
1327,0,1,1,1,1,1,1,1,1,1
1333,2,1,1,2,2,1,1,2,0,1
1334,2,1,1,2,1,1,1,1,2,1
1335,2,1,1,0,0,1,1,0,0,0
1336,2,1,1,0,0,1,1,0,0,0
1337,1,1,1,0,1,1,1,1,0,1
1338,1,1,1,1,2,1,1,1,0,1
1339,1,1,1,1,1,1,1,1,0,1
1340,1,1,1,1,1,1,1,1,0,1
1358,0,0,0,0,0,1,0,0,2,1
1359,0,0,0,0,0,1,0,0,2,1
1360,0,1,1,2,2,1,1,2,2,1
1361,0,1,1,2,2,1,1,2,2,1
1362,0,1,1,2,2,1,2,2,2,1
1363,0,1,1,2,2,1,2,2,2,1
1372,0,0,0,0,0,0,0,2,2,1
1373,0,0,0,0,0,0,0,2,2,1
1374,0,0,0,0,0,0,0,2,2,1
1375,0,0,0,0,0,0,0,2,2,1
1376,2,1,1,2,0,1,1,2,2,1
1377,2,1,1,2,0,1,1,2,2,1
1378,2,1,1,2,0,1,1,2,2,1
1379,2,1,1,2,0,1,1,2,2,1
1380,2,1,1,2,0,1,1,2,2,1
1381,2,1,1,2,0,1,1,2,2,1
1382,2,1,1,2,0,1,1,2,2,1
1383,2,1,1,2,0,1,1,2,2,1
1384,2,1,1,2,2,1,0,0,0,0
1385,2,1,1,2,0,0,0,2,0,1
1386,2,1,1,2,2,1,1,2,0,1
1387,2,1,1,2,2,1,1,2,0,1
1388,2,0,0,0,2,1,2,0,0,0
1389,2,0,0,0,2,1,2,0,0,0
1390,2,0,0,0,2,1,2,0,2,1
1391,2,0,0,0,2,1,2,0,2,1
1399,0,2,2,2,0,0,0,0,0,0
1400,0,2,2,2,0,0,0,0,0,0
1401,0,2,2,2,0,0,0,0,0,0
1402,0,2,2,2,0,0,0,0,0,0
1403,0,1,1,2,0,0,0,0,0,0
1404,0,1,1,2,0,0,0,0,0,0
1405,0,1,2,2,0,0,0,0,0,0
1406,0,1,2,2,0,0,0,0,0,0
1414,0,1,2,2,2,1,0,2,2,1
1415,0,1,2,2,2,1,0,2,2,1
1416,0,2,1,2,2,1,0,2,2,1
1417,0,2,1,2,2,1,0,2,2,1
1432,2,1,0,2,0,0,0,0,0,0
1433,2,2,0,2,0,0,0,0,0,0
1436,2,1,0,2,2,1,0,1,0,1
1438,2,1,0,0,0,0,1,2,0,1
1439,2,1,0,0,0,0,1,2,0,1
1440,0,1,0,0,0,0,1,2,0,1
1441,1,1,0,0,0,0,1,2,0,1
1444,2,1,0,0,0,0,2,0,0,1
1445,2,1,0,0,0,0,2,0,0,1
1446,2,1,0,2,1,2,0,2,0,2
1447,2,1,0,2,1,2,0,2,0,2
1448,2,1,0,2,1,2,0,2,0,2
1449,2,1,0,2,1,2,0,2,0,2
1450,2,1,0,2,2,1,2,2,0,2
1451,2,1,0,2,2,1,2,2,0,2
1452,2,1,0,2,2,1,2,1,0,1
1453,2,1,0,2,2,1,2,1,0,1
1454,2,1,0,2,2,1,0,1,0,1
1455,2,1,0,2,2,1,0,1,0,1
1456,2,1,0,0,0,0,2,0,0,1
1457,2,1,0,0,0,0,2,0,0,1
1458,2,1,0,0,0,0,2,0,0,1
1459,2,1,0,0,0,0,2,0,0,1
1461,2,1,1,2,2,1,1,1,0,1
1467,1,1,1,2,1,1,1,1,1,1
1469,2,1,1,2,0,0,1,2,1,1
1470,2,1,1,2,0,0,1,2,1,1
1471,1,1,1,1,1,1,1,1,0,1
1472,1,1,1,1,1,1,1,1,1,1
1473,1,1,1,1,1,1,1,1,1,1
1474,1,1,1,1,1,1,1,1,1,1
1485,1,1,1,1,1,1,1,2,1,1
1486,1,0,1,1,1,1,1,0,1,1
1487,1,1,1,1,1,1,1,0,1,1
1489,1,1,1,1,1,1,1,1,1,1
1490,1,1,1,1,1,1,1,1,1,1
1491,1,1,1,1,1,1,1,1,1,1
1492,1,1,1,1,1,1,1,2,1,1
1493,1,1,1,1,1,1,1,2,1,1
1494,1,1,1,1,1,1,1,2,1,1
1495,1,1,1,1,1,1,1,2,1,1
1496,1,1,1,1,1,1,1,1,1,1
1497,1,1,1,1,1,1,1,1,1,1
1512,1,1,1,2,2,1,2,1,2,1
1518,2,1,1,0,1,1,1,0,0,1
1522,2,1,1,0,0,0,0,0,0,0
1526,0,1,0,1,1,1,1,1,2,1
1527,0,1,2,2,2,1,2,0,2,1
1528,0,1,2,2,2,1,2,0,2,1
1529,0,1,2,2,2,1,2,0,2,1
1530,0,0,2,2,2,1,2,0,2,1
1531,0,1,2,2,2,1,1,0,2,1
1532,0,1,2,2,2,1,1,0,2,1
1533,0,1,2,2,2,1,1,0,1,1
1534,0,1,2,2,2,1,1,0,1,1
1535,0,1,1,1,2,1,1,0,2,1
1536,0,1,1,1,0,0,1,0,0,1
1537,2,1,1,1,2,1,1,2,2,1
1538,2,1,1,1,1,1,1,2,2,1
1539,2,1,1,1,1,1,1,2,2,1
1540,2,1,1,1,1,1,1,2,2,1
1541,2,1,1,2,1,1,1,1,1,1
1542,0,0,1,2,1,1,1,1,1,1
1543,1,0,1,1,2,1,1,1,0,1
1544,1,1,1,2,2,1,1,1,0,1
1545,1,1,1,1,2,1,1,2,2,1
1546,1,1,1,1,0,1,1,2,2,1
1547,0,1,1,1,1,1,1,2,2,1
1548,1,1,1,1,1,1,1,2,2,1
1556,0,1,1,2,2,1,1,2,2,1
1557,2,2,2,2,2,1,2,0,0,0
1559,2,1,2,1,2,1,2,2,2,1
1574,2,1,1,1,2,1,2,1,2,1
1575,2,1,1,1,2,1,2,1,2,1
1576,2,1,1,1,2,1,2,1,2,1
1577,2,1,1,1,2,1,2,1,2,1
1578,2,1,1,0,2,1,1,2,0,1
1579,2,1,1,0,2,1,1,2,0,1
1580,2,1,1,0,2,1,1,2,0,1
1581,2,1,1,0,2,1,1,2,0,1
1582,2,2,1,2,2,1,2,2,2,1
1583,2,2,1,2,2,1,2,2,2,1
1584,2,1,1,2,2,1,2,2,2,1
1585,2,1,1,2,2,1,2,2,2,1
1594,0,0,1,2,2,1,1,0,0,0
1595,0,0,1,2,2,1,1,0,0,0
1596,0,0,1,2,2,1,1,0,0,0
1597,0,0,1,2,2,1,1,0,0,0
1598,0,0,1,2,2,1,1,0,0,0
1599,0,0,1,2,2,1,1,0,0,0
1600,0,0,1,2,2,1,1,0,0,0
1601,0,0,1,2,2,1,1,0,0,0
1602,0,1,1,2,2,1,0,0,0,0
1603,0,1,1,2,2,1,0,0,0,0
1604,0,1,1,2,2,1,1,2,2,1
1605,0,1,1,2,2,1,1,2,2,1
1606,0,1,1,2,2,1,1,2,2,1
1607,0,1,1,2,2,1,1,2,2,1
1608,0,1,1,2,2,1,2,2,2,1
1609,0,1,1,2,2,1,2,2,2,1
1614,2,0,1,1,0,2,0,2,2,1
1616,1,2,2,2,0,1,2,2,0,1
1617,2,0,2,1,0,2,0,2,2,1
1618,2,0,2,1,0,2,0,2,2,1
1619,1,2,2,2,2,1,2,2,0,1
1620,1,2,2,2,2,1,2,2,0,1
1628,2,1,2,2,2,1,2,0,0,1
1629,2,1,0,2,2,1,2,0,0,1
1630,2,0,2,2,2,1,2,0,0,1
1631,2,0,1,2,2,1,2,0,0,1
1632,2,1,1,2,2,1,2,0,0,1
1633,2,1,0,2,2,1,2,0,0,1
1634,2,1,2,2,2,1,2,0,0,1
1635,2,1,2,2,2,1,2,0,0,1
1653,1,1,1,1,1,1,1,1,2,1
1654,2,1,1,1,1,1,1,1,1,1
1655,1,1,1,1,1,1,1,1,1,1
1657,1,1,1,1,1,1,1,1,0,1
1658,1,1,1,1,1,1,1,1,1,1
1659,1,1,1,1,1,1,1,1,1,1
1660,1,1,1,1,1,1,0,1,1,1
1661,1,1,1,1,1,1,1,1,1,1
1665,1,1,1,1,1,1,1,1,1,1
1666,1,1,1,1,1,1,1,1,1,1
1667,1,1,1,1,1,0,1,0,1,1
1668,1,1,1,1,1,1,1,1,1,1
1669,1,1,1,1,1,1,1,2,1,1
1670,1,1,1,1,1,1,1,2,1,1
1671,1,1,1,1,1,1,1,1,1,1
1672,1,1,1,1,1,1,1,1,1,1
1673,1,1,1,1,1,1,1,1,1,1
1674,1,1,1,1,1,1,1,1,1,1
1675,1,1,1,1,1,1,1,1,1,1
1676,1,1,1,1,1,1,1,1,1,1
1677,1,1,1,1,1,1,1,1,1,1
1678,1,1,1,1,1,1,1,1,1,1
1684,2,1,2,2,2,1,2,2,2,1
1687,0,1,1,2,2,1,2,2,2,1
1688,0,1,1,2,2,1,2,2,2,1
1690,2,1,1,2,2,1,2,0,2,1
1691,2,1,1,2,2,1,2,2,2,1
1692,0,1,1,2,2,1,2,2,2,1
1693,0,1,1,2,2,1,2,2,2,1
1694,0,1,1,2,2,1,2,2,2,1
1695,0,1,1,2,2,1,2,2,2,1
1701,0,1,0,0,0,0,0,1,0,1
1702,0,0,0,0,0,0,0,1,0,1
1707,0,1,0,0,2,1,0,0,2,1
1711,0,1,1,1,2,1,1,2,2,1
1712,0,1,1,1,2,1,1,2,2,1
1713,0,1,1,1,2,1,1,2,2,1
1714,0,1,1,0,2,1,1,2,2,1
1715,2,1,1,0,2,1,0,0,0,1
1716,0,1,1,0,2,1,0,0,0,1
1717,2,2,1,2,2,1,1,2,2,1
1718,2,2,2,0,2,1,1,0,2,1
1719,0,2,1,2,2,1,1,0,2,1
1720,2,2,2,0,2,1,1,0,2,1
1728,2,0,0,0,0,0,0,0,2,1
1729,2,0,0,0,0,0,0,0,2,1
1734,0,0,0,0,2,1,2,2,0,1
1735,0,0,0,0,2,1,2,2,0,1
1736,2,1,0,0,0,0,0,2,2,1
1737,2,1,0,0,0,0,0,2,2,1
1738,2,1,0,0,0,0,0,2,2,1
1739,2,1,0,0,0,0,0,2,2,1
1740,0,0,1,0,0,1,2,2,0,0
1741,0,0,1,0,0,1,2,2,0,0
1742,0,0,0,0,2,1,2,2,0,0
1743,0,0,0,0,2,1,2,2,0,0
1756,2,2,1,1,0,1,2,2,2,1
1759,0,1,1,1,1,1,2,2,2,1
1760,0,1,1,1,1,1,2,2,2,1
1761,0,1,1,1,1,1,2,2,2,1
1762,0,1,1,1,1,1,2,2,2,1
1763,1,1,1,0,0,1,2,2,2,1
1764,1,1,1,0,0,1,2,0,2,1
1765,0,1,1,0,1,1,2,2,2,1
1766,0,1,1,0,1,1,2,2,2,1
1767,2,2,1,1,0,1,2,2,2,1
1768,2,2,1,1,0,1,2,2,2,1
1769,2,1,1,1,0,1,0,1,2,1
1770,2,1,1,1,0,1,0,1,2,1
1771,2,1,1,1,0,1,0,1,2,1
1772,2,1,1,1,0,1,0,1,2,1
1783,0,1,2,2,2,1,2,2,0,0
1788,0,1,2,2,2,1,2,2,0,1
1789,0,1,2,2,2,1,2,2,0,1
1790,0,0,2,2,2,1,2,2,0,1
1791,0,0,2,2,2,1,2,2,0,1
1792,0,1,2,2,2,1,0,2,0,1
1793,0,1,2,2,2,1,0,2,0,1
1794,2,1,1,2,0,1,1,2,2,1
1795,2,1,1,2,1,1,1,2,2,1
1796,2,1,1,2,0,1,1,2,2,1
1797,2,1,1,2,0,1,1,2,2,1
1799,2,1,1,2,0,1,0,2,0,1
1800,2,1,1,2,0,1,0,2,0,1
1801,2,1,1,2,0,1,0,2,0,1
1802,2,1,1,2,0,1,0,2,0,1
1803,2,1,1,2,0,1,0,2,0,1
1815,0,1,2,0,2,1,2,2,0,1
1816,0,1,2,0,2,1,2,2,0,1
1817,0,1,0,0,2,1,2,2,0,1
1818,0,1,2,0,2,1,2,2,0,1
1821,2,1,1,0,1,1,1,1,2,1
1822,2,1,1,0,1,1,1,1,2,1
1826,1,1,1,2,1,1,1,1,0,1
1827,2,1,1,0,1,1,1,2,2,1
1828,2,1,1,0,1,1,1,2,2,1
1829,2,1,1,0,1,1,1,2,2,1
1830,2,1,1,0,1,1,1,2,2,1
1831,1,1,1,1,1,1,1,1,0,1
1832,1,1,1,0,1,1,1,1,1,1
1833,1,1,1,1,1,1,1,1,1,1
1834,1,1,1,1,1,1,1,1,1,1
1835,1,1,1,1,1,1,0,1,0,1
1836,1,1,1,1,1,1,0,1,0,1
1855,2,1,2,2,0,1,2,2,2,1
1858,2,1,1,0,1,1,1,0,0,1
1864,0,1,0,2,1,1,1,0,0,1
1865,0,1,0,2,2,1,2,0,0,1
1866,1,1,0,0,2,1,2,0,0,1
1867,1,1,0,0,2,1,1,0,0,1
1868,2,1,1,2,0,1,1,2,2,1
1869,2,1,1,2,2,1,1,2,0,0
1870,2,1,1,2,2,1,1,2,0,0
1871,2,1,1,2,2,1,1,2,0,0
1872,2,1,2,2,0,1,2,2,2,1
1873,2,1,0,2,0,1,2,2,2,1
1874,2,1,1,0,2,1,1,2,2,1
1875,2,1,1,0,2,1,1,2,2,1
1876,2,1,1,0,0,1,1,2,2,1
1877,2,1,1,0,0,1,1,2,2,1
1878,2,1,1,0,1,1,1,0,0,1
1879,2,1,1,0,1,1,1,0,0,1
1880,2,1,1,0,2,1,1,0,2,1
1881,2,1,2,2,2,1,1,0,2,1
1882,2,1,1,2,2,1,1,0,2,1
1883,2,1,0,2,0,1,1,0,2,1
1884,2,1,1,2,2,1,2,2,2,1
1885,2,1,1,2,2,1,2,2,2,1
1886,0,1,2,2,2,1,2,2,2,1
1887,0,1,2,2,2,1,1,2,2,1
1895,1,1,1,2,1,1,1,1,1,1
1899,1,1,1,0,1,1,1,1,2,1
1900,1,1,1,0,1,1,1,1,2,1
1903,1,1,1,2,1,1,1,0,0,1
1907,1,1,1,1,1,1,1,0,0,1
1910,1,1,1,1,1,0,2,0,0,1
1913,2,1,1,0,1,1,1,2,1,1
1914,1,1,1,2,1,1,1,1,1,1
1915,1,1,1,1,1,1,1,1,1,1
1916,1,1,1,1,1,1,1,1,1,1
1917,2,1,1,1,1,1,1,1,1,1
1918,2,1,1,1,1,1,1,1,1,1
1919,1,1,1,1,1,1,0,1,1,1
1920,2,1,1,0,1,1,1,0,0,1
1921,2,1,0,0,0,0,2,0,0,0
1922,2,1,0,0,0,0,0,0,0,1
1923,1,1,1,0,1,1,1,1,2,1
1924,1,1,1,2,1,1,1,1,2,1
1927,1,1,1,1,1,1,2,2,0,1
1928,1,1,1,1,1,1,2,2,0,1
1929,1,1,1,1,1,1,0,2,0,1
1930,1,1,1,1,1,1,2,2,0,1
1941,2,1,1,0,1,1,1,2,1,1
1942,1,1,1,1,1,1,1,1,0,1
1943,1,1,1,1,1,1,1,0,2,1
1949,1,1,1,1,1,1,1,1,0,1
1950,2,1,1,0,1,1,1,2,1,1
1951,2,1,1,0,1,1,1,2,1,1
1952,1,1,1,1,1,1,1,0,0,0
1953,0,1,0,2,0,0,1,0,1,1
1954,1,1,1,1,1,1,1,1,0,0
1955,2,1,0,0,0,0,0,0,0,0
1956,1,1,1,1,0,0,0,0,1,1
1957,0,1,1,1,1,1,1,1,1,1
1958,1,1,1,1,1,1,1,1,1,1
1959,1,1,1,1,1,1,1,1,1,1
1960,1,1,1,1,1,1,1,0,0,1
1961,1,1,0,2,0,1,0,0,1,0
