Node Name	Level	Type
54_1100001101	2	I
1_0122210221	3	L
2_0122210221	3	L
3_0212210221	3	L
4_0212210221	3	L
38_2102110101	3	I
44_2102211101	3	I
48_1100001201	3	I
53_2100002001	3	I
36_2102120202	4	I
37_2102000000	4	I
41_2102212101	4	I
43_2102210101	4	I
46_2100001201	4	I
47_1100001201	4	I
51_2100002001	4	I
52_2100002001	4	I
34_2102120202	5	I
35_2102120202	5	I
9_2102000000	5	L
12_2202000000	5	L
39_2102212202	5	I
40_2102212101	5	I
17_2102210101	5	L
42_2102210101	5	I
21_2100001201	5	L
22_2100001201	5	L
23_0100001201	5	L
24_1100001201	5	L
49_2100002001	5	I
50_2100002001	5	I
29_2100002001	5	L
30_2100002001	5	L
5_2102120202	6	L
6_2102120202	6	L
7_2102120202	6	L
8_2102120202	6	L
13_2102212202	6	L
14_2102212202	6	L
15_2102212101	6	L
16_2102212101	6	L
19_2102210101	6	L
20_2102210101	6	L
25_2100002001	6	L
26_2100002001	6	L
27_2100002001	6	L
28_2100002001	6	L
23_1111111111	0	I
1_2112211101	1	L
22_1111111111	1	I
19_1111111111	2	I
21_1111111111	2	I
17_2112001211	3	I
18_1111111111	3	I
14_1112111111	3	L
20_1111111111	3	I
2_2112001211	4	L
7_2112001211	4	L
8_1111111101	4	L
13_1111111111	4	L
15_1111111111	4	L
16_1111111111	4	L
26_1111111111	0	I
21_1111111111	1	I
25_1111111111	1	I
18_1111111111	2	I
20_1111111211	2	I
22_1111111011	2	I
24_1111111111	2	I
16_1111111111	3	I
17_1111111211	3	I
19_1111111211	3	I
7_1111111211	3	L
9_1011111011	3	L
10_1111111011	3	L
23_1111111111	3	I
15_1111111111	3	L
1_1111111111	4	L
2_1111111111	4	L
3_1111111211	4	L
4_1111111211	4	L
5_1111111211	4	L
6_1111111211	4	L
13_1111111111	4	L
14_1111111111	4	L
7_2100111000	0	I
5_2100111000	1	I
6_2100101000	1	I
1_2100111000	2	L
2_2100101000	2	L
3_2100101000	2	L
4_2100101000	2	L
58_1111111111	0	I
47_1111111111	1	I
57_1111111111	1	I
40_0122211011	2	I
46_1111111111	2	I
53_1111111111	2	I
56_1111111121	2	I
36_0122212021	3	I
39_0122211011	3	I
42_1111111011	3	I
45_2111111221	3	I
49_1111111111	3	I
52_1111111111	3	I
55_1111111121	3	I
33_1112212121	3	L
34_0122212021	4	I
35_0122212021	4	I
37_0122211021	4	I
38_0122211011	4	I
41_0111111011	4	I
12_2110111001	4	L
43_2111111221	4	I
44_2111111221	4	I
48_1112111111	4	I
23_2110000000	4	L
50_1111211101	4	I
51_1111111221	4	I
54_1111111221	4	I
31_0101111121	4	L
1_0122212021	5	L
2_0122212021	5	L
3_0122212021	5	L
4_0022212021	5	L
5_0122211021	5	L
6_0122211021	5	L
7_0122211011	5	L
8_0122211011	5	L
9_0111211021	5	L
10_0111001001	5	L
13_2111211221	5	L
14_2111111221	5	L
15_2111111221	5	L
16_2111111221	5	L
17_2112111111	5	L
18_0012111111	5	L
24_1011211101	5	L
25_1112211101	5	L
26_1111211221	5	L
27_1111011221	5	L
28_0111111221	5	L
29_1111111221	5	L
6_1111111211	0	I
1_1211212201	1	L
5_2112010221	1	I
3_2112010221	2	L
4_2112010221	2	L
77_1111211111	0	I
53_1111211111	1	I
76_1111211111	1	I
48_1112211111	2	I
52_2111212121	2	I
60_2111211211	2	I
75_0112211111	2	I
3_0112211221	3	L
4_2222212000	3	L
51_2111212121	3	I
17_2121212221	3	L
56_2110211201	3	I
59_2112212221	3	I
67_0012211000	3	I
74_0112211111	3	I
49_2111212121	4	I
50_2111212121	4	I
54_2110211201	4	I
55_2110211201	4	I
57_2212212221	4	I
58_2112212221	4	I
63_0012211000	4	I
66_0012211000	4	I
70_0112211111	4	I
73_0112211221	4	I
10_2111212121	5	L
11_2111212121	5	L
12_2111212121	5	L
13_2111212121	5	L
20_2110211201	5	L
21_2110211201	5	L
22_2110211201	5	L
23_2110211201	5	L
24_2212212221	5	L
25_2212212221	5	L
26_2112212221	5	L
27_2112212221	5	L
61_0012211000	5	I
62_0012211000	5	I
64_0012211000	5	I
65_0012211000	5	I
68_0112210000	5	I
69_0112211221	5	I
71_0112211221	5	I
72_0112212221	5	I
32_0012211000	6	L
33_0012211000	6	L
34_0012211000	6	L
35_0012211000	6	L
36_0012211000	6	L
37_0012211000	6	L
38_0012211000	6	L
39_0012211000	6	L
40_0112210000	6	L
41_0112210000	6	L
42_0112211221	6	L
43_0112211221	6	L
44_0112211221	6	L
45_0112211221	6	L
46_0112212221	6	L
47_0112212221	6	L
12_1111111211	0	I
9_2011020221	1	I
11_1222112201	1	I
8_2021020221	2	I
3_2011020221	2	L
10_1222212201	2	I
7_1222012201	2	L
1_2021020221	3	L
2_2021020221	3	L
5_1222212201	3	L
6_1222212201	3	L
15_2112212001	0	I
11_2112212001	1	I
14_2112212001	1	I
9_2112212001	2	I
10_2012212001	2	I
12_2112212001	2	I
13_2122212001	2	I
1_2122212001	3	L
2_2102212001	3	L
3_2022212001	3	L
4_2012212001	3	L
5_2112212001	3	L
6_2102212001	3	L
7_2122212001	3	L
8_2122212001	3	L
12_1111111111	0	I
6_2102001201	1	L
11_0111111111	1	I
7_0111211211	2	L
10_0111111001	2	L
49_1111111111	0	I
38_1111111111	1	I
48_1111111111	1	I
33_1111111111	2	I
37_1111111111	2	I
42_1111111111	2	I
47_1111111111	2	I
31_1111111111	3	I
32_1111111111	3	I
35_1111111111	3	I
36_1111111111	3	I
39_1111111111	3	I
41_1111111111	3	I
45_1111111111	3	I
46_1111111111	3	I
29_1111111111	4	I
30_1111111211	4	I
6_1111111121	4	L
7_2111111111	4	L
8_1111111111	4	L
34_1111111111	4	I
12_1111111101	4	L
14_1111111111	4	L
16_1111111111	4	L
17_1111110111	4	L
18_1111111111	4	L
40_1111111111	4	I
43_1111111111	4	I
44_1111111111	4	I
25_1111111111	4	L
28_1111111111	4	L
1_1111101011	5	L
2_1111111111	5	L
3_1111111211	5	L
4_1111111211	5	L
9_1111111111	5	L
10_1111111111	5	L
19_1111111111	5	L
20_1111111111	5	L
21_1111111111	5	L
22_1111111111	5	L
23_1111111111	5	L
24_1111111111	5	L
20_1112212121	0	I
17_0112212221	1	I
19_2112212121	1	I
14_0112212221	2	I
16_0112212221	2	I
9_2122212221	2	L
18_2112212121	2	I
13_0112212221	3	I
4_0112212221	3	L
5_0112212221	3	L
15_0112212221	3	I
11_2112212021	3	L
12_2112212221	3	L
1_0112212221	4	L
2_0112212221	4	L
7_0112212221	4	L
8_0112212221	4	L
27_1111111111	0	I
25_1111211111	1	I
26_0100000101	1	I
21_1111211111	2	I
24_0111211221	2	I
14_0100000101	2	L
15_0000000101	2	L
17_1110210011	3	I
20_1211211121	3	I
22_0111211221	3	I
23_0111211221	3	I
3_0100210021	4	L
16_1110210001	4	I
18_2211211121	4	I
19_1211211021	4	I
10_0111211221	4	L
11_0111211221	4	L
12_0111211221	4	L
13_0110211221	4	L
4_2110210001	5	L
5_0110210001	5	L
6_2212211221	5	L
7_2220211021	5	L
8_0212211021	5	L
9_2220211021	5	L
23_1110111111	0	I
17_2100000121	1	I
22_0010112201	1	I
13_2000000021	2	I
16_2100000221	2	I
20_0010112200	2	I
21_0000212201	2	I
1_2000000021	3	L
2_2000000021	3	L
14_2100000221	3	I
15_2100000221	3	I
18_0010012200	3	I
19_0000212200	3	I
11_0000212201	3	L
12_0000212201	3	L
3_2100000221	4	L
4_2100000221	4	L
5_2100000221	4	L
6_2100000221	4	L
7_0010012200	4	L
8_0010012200	4	L
9_0000212200	4	L
10_0000212200	4	L
84_1111111111	0	I
60_1111111111	1	I
83_1111111111	1	I
53_1111111111	2	I
59_1111111111	2	I
75_1111111011	2	I
82_1111111111	2	I
49_2111111111	3	I
52_1111111211	3	I
55_1112111111	3	I
58_2100101021	3	I
67_2111111011	3	I
74_1111111011	3	I
78_1111111111	3	I
81_2112111001	3	I
47_2111111111	4	I
48_2101111011	4	I
50_2112111221	4	I
51_1111001211	4	I
54_1112111111	4	I
12_2112101000	4	L
56_2000100021	4	I
57_2100101021	4	I
63_2111101011	4	I
66_2111111011	4	I
70_1111111011	4	I
73_1111111011	4	I
76_1112111111	4	I
77_1111101111	4	I
79_2112111001	4	I
80_2112111001	4	I
1_2110101001	5	L
2_2112111221	5	L
3_2100101000	5	L
4_2102110021	5	L
5_2112111221	5	L
6_2112111221	5	L
7_1111001211	5	L
8_1111001211	5	L
9_2112111211	5	L
10_0112210011	5	L
13_2000100021	5	L
14_2000100021	5	L
15_2100101021	5	L
16_2100101021	5	L
61_2111101021	5	I
62_2111101011	5	I
64_2111101021	5	I
65_2111111001	5	I
68_1111001010	5	I
69_1112111011	5	I
71_1111101021	5	I
72_1112211011	5	I
33_1122111121	5	L
34_1112011201	5	L
35_1111201221	5	L
36_2101101000	5	L
43_2112111001	5	L
44_2112111001	5	L
45_2112111001	5	L
46_2112111000	5	L
17_2111101021	6	L
18_2111101021	6	L
19_2111101011	6	L
20_2111101011	6	L
21_2111101021	6	L
22_2110101021	6	L
23_2111101001	6	L
24_2112111001	6	L
25_1101001020	6	L
26_1111001000	6	L
27_2102111000	6	L
28_1112011011	6	L
29_1111101021	6	L
30_2100101021	6	L
31_1112211011	6	L
32_1112211011	6	L
29_1111111121	0	I
22_1111112121	1	I
28_2111011121	1	I
18_0111112221	2	I
21_1110112121	2	I
24_2211012221	2	I
27_2111010121	2	I
16_0111112221	3	I
17_0111112221	3	I
19_1110012121	3	I
20_0110112221	3	I
23_2211012221	3	I
11_2211012221	3	L
25_2111010121	3	I
26_2111010121	3	I
1_0111112221	4	L
2_0111112221	4	L
3_0111112221	4	L
4_0111112221	4	L
5_1110012221	4	L
6_1110012021	4	L
7_0110112221	4	L
8_0110112221	4	L
9_2211012221	4	L
10_2211012221	4	L
12_2111010121	4	L
13_2111010121	4	L
14_2111010121	4	L
15_2111010121	4	L
35_1112111211	0	I
26_0122211201	1	I
34_2112111211	1	I
23_0122212201	2	I
25_0122211201	2	I
29_2112111221	2	I
33_2112010201	2	I
21_0122212201	3	I
22_0022212201	3	I
24_0122210201	3	I
8_0122212200	3	L
27_2112111221	3	I
28_2112011221	3	I
31_2112010201	3	I
32_2112010201	3	I
1_0122212201	4	L
2_0122212201	4	L
3_0022212201	4	L
4_0022212201	4	L
5_0122210201	4	L
6_0122210201	4	L
9_2112011221	4	L
11_2112111221	4	L
14_2112011221	4	L
15_2112011221	4	L
30_2112010201	4	I
18_2112010201	4	L
19_2112010201	4	L
20_2112010201	4	L
16_2112010201	5	L
17_2112010201	5	L
36_1111111111	0	I
32_1111111111	1	I
35_0110212201	1	I
25_2110111121	2	I
31_1111111111	2	I
33_0120212201	2	I
34_0110212201	2	I
23_2110111221	3	I
24_2110111121	3	I
28_1111111111	3	I
30_1111111101	3	I
15_0120212201	3	L
16_0120212201	3	L
19_0100212201	3	L
20_0120212201	3	L
21_2110111221	4	I
22_2110111221	4	I
5_2110111121	4	L
6_2110111121	4	L
26_1111111111	4	I
27_1111111111	4	I
29_1111110101	4	I
13_1112111101	4	L
1_2110111221	5	L
2_2110111221	5	L
3_2110111221	5	L
4_2110111221	5	L
7_1111111101	5	L
8_1110111111	5	L
9_1111111111	5	L
10_1111111111	5	L
11_1111110101	5	L
12_1111110101	5	L
55_1111111111	0	I
43_2111111111	1	I
54_1111111111	1	I
36_2112111211	2	I
42_2110111111	2	I
50_1111111121	2	I
53_1101111001	2	I
33_2112111211	3	I
35_2112012221	3	I
39_2110111221	3	I
41_2110111001	3	I
46_2111111021	3	I
49_1112211221	3	I
51_0102111001	3	I
52_1100211001	3	I
31_2112111211	4	I
32_2112211200	4	I
34_2112012221	4	I
8_2122012221	4	L
37_2110211221	4	I
38_2110011221	4	I
15_2110111001	4	L
40_2110111001	4	I
44_2111211021	4	I
45_2112111021	4	I
47_2112212221	4	I
48_0122211221	4	I
27_0102111001	4	L
28_0102212001	4	L
29_1100212001	4	L
30_1100211001	4	L
1_2112011221	5	L
2_2112211200	5	L
3_2112211200	5	L
4_2112211200	5	L
5_2122012221	5	L
6_2102012221	5	L
11_2110211221	5	L
12_2110211221	5	L
13_2110011221	5	L
14_2110011221	5	L
17_2110111001	5	L
18_2110111001	5	L
19_2110211021	5	L
20_2122211021	5	L
21_2112211021	5	L
22_2102011021	5	L
23_2112212221	5	L
24_2112212221	5	L
25_0122212221	5	L
26_0122211221	5	L
52_1111111111	0	I
41_1111111111	1	I
51_1111111111	1	I
34_1111111111	2	I
40_1111111111	2	I
42_1110111121	2	I
50_1111111111	2	I
1_1112111111	3	L
33_1111111111	3	I
37_1111111111	3	I
39_1111111111	3	I
14_1110111121	3	L
15_1110111121	3	L
44_1111101001	3	I
49_1111111111	3	I
3_1112111001	4	L
32_1111111111	4	I
35_1111111111	4	I
36_2111111111	4	I
10_1111111001	4	L
38_1111111111	4	I
43_2100001001	4	I
25_1111102001	4	L
45_1111111121	4	I
48_1111111201	4	I
5_2110111211	5	L
4_1112111111	5	L
6_1111111111	5	L
7_1111111111	5	L
8_2111111111	5	L
9_2111111111	5	L
12_1111110111	5	L
13_2110111001	5	L
22_2100002000	5	L
23_2100000001	5	L
26_1110111121	5	L
27_1112111121	5	L
46_1111112201	5	I
47_1111111201	5	I
28_1111112201	6	L
29_1111112201	6	L
30_1111110201	6	L
31_1111112201	6	L
45_1111111111	0	I
39_1111111111	1	I
44_1111111111	1	I
36_1111111111	2	I
38_2110111211	2	I
40_1111111111	2	I
43_1111111111	2	I
33_1111111111	3	I
35_1111111111	3	I
37_2110111211	3	I
15_2110111211	3	L
23_1111111101	3	L
24_1111111021	3	L
41_1111111011	3	I
42_1111111100	3	I
31_1111111111	4	I
32_1111111111	4	I
34_1111111011	4	I
7_1111111101	4	L
13_2110111211	4	L
14_2110111211	4	L
27_1111111000	4	L
28_0102001011	4	L
29_1111111100	4	L
30_2100000000	4	L
1_1111000011	5	L
2_0111111111	5	L
3_1111111111	5	L
4_1111111111	5	L
5_1111111001	5	L
6_1102010010	5	L
6_1111111121	0	I
2_2100011021	1	L
5_0112211221	1	I
3_0112211221	2	L
4_0112211221	2	L
41_1111111111	0	I
37_1111111211	1	I
40_2110101011	1	I
29_1111111221	2	I
36_1111111211	2	I
38_2110101021	2	I
39_2100101000	2	I
25_1110001221	3	I
28_2111111221	3	I
32_2111111201	3	I
35_1112111221	3	I
15_2110101021	3	L
16_2110101021	3	L
17_2100101000	3	L
24_2100101000	3	L
1_1110001221	4	L
2_1110001221	4	L
26_2110101221	4	I
27_2112111221	4	I
30_2111101201	4	I
31_2112111201	4	I
33_2112111221	4	I
34_1112111221	4	I
3_2110101221	5	L
4_2120101221	5	L
5_2112111221	5	L
6_2112111221	5	L
7_2111101201	5	L
8_2111101201	5	L
9_2112111201	5	L
10_2112111201	5	L
11_2112111221	5	L
12_2112111221	5	L
13_1112111221	5	L
14_2112111221	5	L
30_1111111101	0	I
22_1101111000	1	I
29_2110101101	1	I
18_1100011000	2	I
21_1101111000	2	I
25_2110101101	2	I
28_2020100101	2	I
2_1100001000	3	L
17_1100011000	3	I
19_1101111000	3	I
20_1100101000	3	I
23_2120101101	3	I
24_2110101100	3	I
26_2020100101	3	I
27_2020100101	3	I
3_1100010000	4	L
4_1100001000	4	L
5_1102111000	4	L
6_2100111000	4	L
7_1100101000	4	L
8_1100001000	4	L
9_2120100100	4	L
10_2220102101	4	L
11_2220102200	4	L
12_2100101000	4	L
13_2020100101	4	L
14_2020100101	4	L
15_2020100101	4	L
16_2020100101	4	L
