,Node Name,Level,Type
109,1_2100101100,4,L
1197,6_1111111101,4,L
1196,5_1111111101,4,L
1216,6_0000010021,4,L
135,4_2112111201,4,L
136,23_1111001111,4,I
137,24_2111101211,4,I
1436,55_2110211201,4,I
1437,57_2212212221,4,I
1438,58_2112212221,4,I
1439,63_0012211000,4,I
1440,66_0012211000,4,I
1441,70_0112211111,4,I
1442,73_0112211221,4,I
1286,52_2100002001,4,I
1285,51_2100002001,4,I
1284,47_1100001201,4,I
1283,46_2100001201,4,I
1282,43_2102210101,4,I
1281,41_2102212101,4,I
1280,37_2102000000,4,I
1279,36_2102120202,4,I
257,27_1111101021,4,I
258,28_1101111000,4,I
259,30_1111111001,4,I
260,31_1112111001,4,I
261,35_1211111021,4,I
262,16_2100101000,4,L
263,37_0112111021,4,I
264,38_1100101221,4,I
265,41_1111101011,4,I
266,42_1111001011,4,I
141,15_0110201001,4,L
140,14_0110201001,4,L
139,27_2212110000,4,I
138,26_2222112101,4,I
1434,50_2111212121,4,I
430,16_0102011021,4,L
305,10_1111111121,4,L
432,18_1111001010,4,L
588,51_1110111121,4,I
589,11_1112111111,4,L
590,54_1111111211,4,I
591,57_1111111111,4,I
592,58_1112111121,4,I
593,62_1111111111,4,I
594,65_1111111011,4,I
595,32_1112111021,4,L
596,35_1102111200,4,L
597,36_1100000000,4,L
598,39_1100100000,4,L
840,8_2100101000,4,L
839,7_2100101000,4,L
838,6_2100101000,4,L
587,48_1111011211,4,I
837,5_2100101000,4,L
600,42_1110111221,4,L
601,74_1110111221,4,I
602,75_1110111221,4,I
33,8_2100101200,4,L
32,7_2100101200,4,L
31,6_2100101210,4,L
30,5_2110101210,4,L
1610,3_2100000221,4,L
1611,4_2100000221,4,L
1612,5_2100000221,4,L
1613,6_2100000221,4,L
1614,7_0010012200,4,L
1615,8_0010012200,4,L
1616,9_0000212200,4,L
599,72_1110111221,4,I
856,9_1112011121,4,L
857,10_1112011121,4,L
858,11_1112010021,4,L
905,4_0112011200,4,L
904,3_0112211200,4,L
903,2_0122011100,4,L
902,1_0222010100,4,L
542,6_1110112221,4,L
543,7_1110111221,4,L
544,8_1110111221,4,L
560,1_2111101000,4,L
561,2_2100101000,4,L
562,3_1111101001,4,L
563,4_2102011000,4,L
1588,13_0110211221,4,L
882,14_0110001201,4,L
881,13_0110001201,4,L
880,12_0112011221,4,L
879,11_0122011221,4,L
878,10_2212111221,4,L
859,12_1112011021,4,L
571,16_1111001011,4,L
570,15_1111001001,4,L
569,14_2100101000,4,L
568,13_2111101000,4,L
567,8_1101101001,4,L
1617,10_0000212200,4,L
566,7_2100101000,4,L
564,5_2100101000,4,L
431,17_2102111000,4,L
874,4_2202112221,4,L
875,5_0122211221,4,L
876,6_2122111221,4,L
877,20_2112111211,4,I
565,6_2100101000,4,L
906,8_2101101001,4,L
16,4_2112212021,4,L
14,2_2112212021,4,L
743,9_0112211201,4,L
670,37_0110111211,4,I
671,10_0111011221,4,L
672,11_0110011221,4,L
673,44_0000111111,4,I
674,46_0000111111,4,I
675,48_0000211121,4,I
676,49_0100111121,4,I
677,28_2111211111,4,L
678,29_1111211101,4,L
679,53_1112211211,4,I
680,56_1112111211,4,I
1637,54_1112111111,4,I
1638,12_2112101000,4,L
744,10_0112211201,4,L
1639,56_2000100021,4,I
727,7_0000100021,4,L
726,6_0000100021,4,L
725,5_0111211221,4,L
724,4_0111211221,4,L
723,3_0111211101,4,L
722,2_1112211101,4,L
1641,63_2111101011,4,I
1642,66_2111111011,4,I
1643,70_1111111011,4,I
1644,73_1111111011,4,I
1645,76_1112111111,4,I
1646,77_1111101111,4,I
1647,79_2112111001,4,I
1648,80_2112111001,4,I
1640,57_2100101021,4,I
745,11_0102211221,4,L
746,12_0112211201,4,L
747,17_1000111221,4,L
798,21_1111001011,4,L
797,20_2101101001,4,L
796,19_1111101011,4,L
795,18_1111001011,4,L
794,17_1111001011,4,L
793,16_1111001011,4,L
792,15_1111101011,4,L
791,14_1112011011,4,L
790,28_1111001011,4,I
789,11_1111001011,4,L
788,26_1111101011,4,I
787,25_1111111011,4,I
786,5_1111001011,4,L
785,22_1111001011,4,I
13,1_2012212021,4,L
1633,47_2111111111,4,I
1634,48_2101111011,4,I
748,18_1000111221,4,L
749,19_1112111221,4,L
750,20_1112111221,4,L
751,21_1112111221,4,L
752,22_1112111221,4,L
669,36_0112110211,4,I
15,3_2112212021,4,L
655,2_2111211221,4,L
766,1_1110002211,4,L
767,2_1110001211,4,L
768,3_1110001211,4,L
769,4_2102101000,4,L
1636,51_1111001211,4,I
1635,50_2112111221,4,I
654,1_2111211221,4,L
907,9_2111101011,4,L
873,15_2202112221,4,I
909,11_1111201001,4,L
1536,40_1111111111,4,I
1535,18_1111111111,4,L
1534,17_1111110111,4,L
908,10_1111101011,4,L
1533,16_1111111111,4,L
1062,5_2110211021,4,L
1063,6_2110211021,4,L
1064,7_2110211021,4,L
75,25_2110101000,4,L
74,24_2110101000,4,L
73,23_2121101100,4,L
72,22_2121101100,4,L
71,21_0111011000,4,L
70,20_0112211200,4,L
69,40_2100111000,4,I
1566,1_0112212221,4,L
1567,2_0112212221,4,L
1065,8_2110211021,4,L
1532,14_1111111111,4,L
1531,12_1111111101,4,L
1568,7_0112212221,4,L
1530,34_1111111111,4,I
1529,8_1111111111,4,L
1528,7_2111111111,4,L
434,20_1102011221,4,L
1569,8_0112212221,4,L
68,38_0112111200,4,I
67,35_2112111121,4,I
66,32_2100121000,4,I
1537,43_1111111111,4,I
460,1_0111001211,4,L
461,2_0111001211,4,L
1046,19_2102011221,4,L
473,16_2100101000,4,L
1538,44_1111111111,4,I
1539,25_1111111111,4,L
1540,28_1111111111,4,L
470,11_0112211001,4,L
469,10_1111201001,4,L
468,9_1110201001,4,L
1021,30_1111001211,4,I
1020,11_2112111221,4,L
1019,28_1111001221,4,I
1018,27_1111001211,4,I
1017,4_1110001021,4,L
1016,3_0110101001,4,L
489,1_0100000022,4,L
65,4_2101101000,4,L
490,2_0000000022,4,L
492,4_0000000022,4,L
493,5_0100000222,4,L
494,6_0000000222,4,L
467,8_1111001201,4,L
466,7_1111001201,4,L
465,6_1111001201,4,L
464,5_1111001201,4,L
463,4_2102011000,4,L
462,3_0112011000,4,L
1041,8_1101001201,4,L
1042,9_1111001201,4,L
1043,13_0111011101,4,L
1044,14_0111011001,4,L
1045,18_2102011221,4,L
491,3_0000001022,4,L
472,15_0111001211,4,L
64,3_2100101000,4,L
970,59_1121101111,4,I
496,8_0000000222,4,L
506,19_2020102101,4,I
507,20_2120102101,4,I
508,22_2020102101,4,I
509,23_2020102101,4,I
510,13_2120101100,4,L
511,14_2100101000,4,L
512,27_0100201001,4,I
513,28_0100201001,4,I
62,1_2100101000,4,L
939,12_2100101000,4,L
938,11_0100001000,4,L
937,10_2100101000,4,L
495,7_0000000222,4,L
936,9_2100101000,4,L
934,7_2100101001,4,L
933,4_0000000021,4,L
932,3_0000000021,4,L
931,2_0000000021,4,L
930,1_0000000021,4,L
1581,3_0100210021,4,L
1582,16_1110210001,4,I
1583,18_2211211121,4,I
1584,19_1211211021,4,I
1585,10_0111211221,4,L
1586,11_0111211221,4,L
1587,12_0111211221,4,L
541,5_1110112221,4,L
935,8_2100001001,4,L
63,2_2100101000,4,L
471,12_0101201001,4,L
966,52_2212112221,4,I
967,55_2111111111,4,I
965,51_0122211121,4,I
964,49_0111001221,4,I
963,48_2111101101,4,I
962,44_0112011012,4,I
961,43_0112011012,4,I
968,56_2112111211,4,I
959,40_0112011012,4,I
960,41_0112011012,4,I
957,36_2100101221,4,I
956,34_2110101021,4,I
955,33_2110101021,4,I
433,19_1110201021,4,L
958,37_2100101221,4,I
969,58_0122211111,4,I
1652,4_2102110021,5,L
1651,3_2100101000,5,L
1650,2_2112111221,5,L
1649,1_2110101001,5,L
1653,5_2112111221,5,L
1654,6_2112111221,5,L
1655,7_1111001211,5,L
1656,8_1111001211,5,L
1405,17_2112111111,5,L
1406,18_0012111111,5,L
1407,24_1011211101,5,L
1408,25_1112211101,5,L
1410,27_1111011221,5,L
1658,10_0112210011,5,L
1659,13_2000100021,5,L
1660,14_2000100021,5,L
1412,29_1111111221,5,L
1411,28_0111111221,5,L
1657,9_2112111211,5,L
1409,26_1111211221,5,L
149,8_2111101201,5,L
1542,2_1111111111,5,L
1444,11_2111212121,5,L
1445,12_2111212121,5,L
1446,13_2111212121,5,L
1447,20_2110211201,5,L
1448,21_2110211201,5,L
1449,22_2110211201,5,L
1450,23_2110211201,5,L
1451,24_2212212221,5,L
1452,25_2212212221,5,L
1453,26_2112212221,5,L
1454,27_2112212221,5,L
1455,61_0012211000,5,I
1456,62_0012211000,5,I
83,19_2100101000,5,L
1457,64_0012211000,5,I
1458,65_0012211000,5,I
1459,68_0112210000,5,I
1460,69_0112211221,5,I
1461,71_0112211221,5,I
1462,72_0112212221,5,I
1591,6_2212211221,5,L
1590,5_0110210001,5,L
1589,4_2110210001,5,L
1443,10_2111212121,5,L
1592,7_2220211021,5,L
1593,8_0212211021,5,L
1594,9_2220211021,5,L
1543,3_1111111211,5,L
1544,4_1111111211,5,L
1545,9_1111111111,5,L
1546,10_1111111111,5,L
1547,19_1111111111,5,L
1548,20_1111111111,5,L
82,39_2100111000,5,I
1549,21_1111111111,5,L
1550,22_1111111111,5,L
1551,23_1111111111,5,L
1552,24_1111111111,5,L
1541,1_1111101011,5,L
81,37_0112011200,5,I
79,34_2112111021,5,I
78,33_2122111121,5,I
77,31_2100121000,5,I
153,12_2202110000,5,L
152,11_2212110000,5,L
151,10_2222112101,5,L
150,9_2222112101,5,L
148,7_2111101221,5,L
147,6_1111001001,5,L
146,5_1101001221,5,L
76,30_2100121000,5,I
80,13_0112211200,5,L
1404,16_2111111221,5,L
1662,16_2100101021,5,L
1402,14_2111111221,5,L
991,21_0122211121,5,L
990,20_0111001221,5,L
989,19_0111001221,5,L
988,18_2111101201,5,L
987,17_2121101100,5,L
986,16_0112011012,5,L
985,15_0112011012,5,L
984,14_0112011012,5,L
983,13_0112011012,5,L
982,12_0112011012,5,L
981,11_0112011012,5,L
992,22_0122211121,5,L
980,10_0112011012,5,L
978,8_2100101221,5,L
977,7_2100101221,5,L
976,6_2100101221,5,L
975,5_2100101221,5,L
974,4_2110101021,5,L
973,3_2110101021,5,L
972,2_2110101021,5,L
971,1_2110101021,5,L
514,4_2020102101,5,L
515,5_2020102101,5,L
516,6_2120102101,5,L
979,9_0112011012,5,L
993,23_2212112221,5,L
994,24_2212112221,5,L
995,25_2100101000,5,L
1135,15_2111111111,5,L
1134,14_2111111111,5,L
435,3_2102101000,5,L
436,4_2111101021,5,L
437,5_1112011020,5,L
438,6_2102111221,5,L
439,7_1102211001,5,L
1403,15_2111111221,5,L
441,10_1101001201,5,L
442,11_1111001201,5,L
443,12_2100101020,5,L
444,13_2011102221,5,L
1027,14_1111001201,5,L
1026,13_1111001221,5,L
1025,10_1111001221,5,L
1024,9_1111001221,5,L
1023,8_1111001221,5,L
1022,7_1111001201,5,L
1002,32_1121001111,5,L
1001,31_1121101111,5,L
1000,30_0122211111,5,L
999,29_0122211221,5,L
998,28_2112111211,5,L
997,27_2112111211,5,L
996,26_2112111211,5,L
517,7_2020102101,5,L
518,8_2020102101,5,L
519,9_2020102101,5,L
520,10_2020102101,5,L
622,46_1100111221,5,L
806,13_1111001011,5,L
805,12_1111001011,5,L
804,9_1111001011,5,L
803,8_1111101011,5,L
802,7_1111011011,5,L
801,6_1111101011,5,L
800,4_1111001011,5,L
799,3_1111001011,5,L
681,6_0112110211,5,L
682,7_0112110211,5,L
683,8_0110111211,5,L
684,9_0110111211,5,L
685,42_0000111111,5,I
686,43_0000111111,5,I
687,21_0000111111,5,L
688,45_0000111121,5,I
689,24_0000211121,5,L
690,25_0000211121,5,L
691,26_0000111121,5,L
692,27_0100111121,5,L
693,30_1112211200,5,L
694,31_1112211221,5,L
695,54_0112111221,5,I
696,55_2112111211,5,I
621,45_1110111221,5,L
1136,18_2111111111,5,L
620,44_1110111221,5,L
618,41_1110111221,5,L
521,11_2020102101,5,L
522,15_0100201001,5,L
523,16_0100201001,5,L
524,17_0100201001,5,L
525,18_0100201001,5,L
886,9_2102111200,5,L
885,8_2112111221,5,L
884,3_2202112221,5,L
883,2_2202112221,5,L
603,47_1111011211,5,I
1661,15_2100101021,5,L
604,6_1111011221,5,L
605,49_1110111221,5,I
606,50_1110111121,5,I
607,12_1111111211,5,L
608,53_1111111211,5,I
609,15_1111111111,5,L
610,16_1111111111,5,L
611,18_1112111121,5,L
612,19_1112111121,5,L
613,60_0111211001,5,I
614,61_1111111111,5,I
615,63_1110212021,5,I
616,64_2222110011,5,I
617,40_1110111221,5,L
619,43_1110111221,5,L
1137,19_2111111111,5,L
440,8_1112211200,5,L
238,5_2112111201,5,L
240,7_2112111201,5,L
241,8_2112111201,5,L
242,10_2112111221,5,L
243,11_2112111221,5,L
267,6_1111101020,5,L
268,7_1111001021,5,L
269,8_1101001000,5,L
270,9_2101111000,5,L
1248,32_2000212021,5,L
1247,31_2000212021,5,L
1391,1_0122212021,5,L
1393,3_0122212021,5,L
1394,4_0022212021,5,L
1395,5_0122211021,5,L
1396,6_0122211021,5,L
1397,7_0122211011,5,L
1398,8_0122211011,5,L
239,6_2112111201,5,L
1246,30_2000212000,5,L
237,4_2122111121,5,L
235,2_2122111121,5,L
1302,30_2100002001,5,L
1301,29_2100002001,5,L
1300,50_2100002001,5,I
1299,49_2100002001,5,I
1298,24_1100001201,5,L
1297,23_0100001201,5,L
1296,22_2100001201,5,L
1295,21_2100001201,5,L
1294,42_2102210101,5,I
1293,17_2102210101,5,L
1292,40_2102212101,5,I
1291,39_2102212202,5,I
1290,12_2202000000,5,L
1289,9_2102000000,5,L
1288,35_2102120202,5,I
1287,34_2102120202,5,I
234,1_2122111121,5,L
236,3_2102111201,5,L
1245,29_2000212000,5,L
1392,2_0122212021,5,L
1243,27_2112211201,5,L
271,10_1112111002,5,L
272,11_2100001000,5,L
273,12_1112011001,5,L
274,13_2102111000,5,L
275,14_1212011021,5,L
1244,28_2112211201,5,L
276,15_1211101021,5,L
277,17_0112211021,5,L
1229,1_0000000221,5,L
278,18_0112011021,5,L
280,20_1100201221,5,L
281,23_1111001000,5,L
282,24_1111101011,5,L
283,25_1111001011,5,L
284,26_1111001011,5,L
1399,9_0111211021,5,L
1400,10_0111001001,5,L
1401,13_2111211221,5,L
279,19_2100101221,5,L
1231,3_0000000221,5,L
1230,2_0000000221,5,L
1235,19_2112011221,5,L
1233,17_2112011221,5,L
1234,18_2112011221,5,L
1242,26_2112000201,5,L
1241,25_2112210000,5,L
1240,24_2112011221,5,L
1239,23_2112011221,5,L
1238,22_2112011221,5,L
1237,21_2112011221,5,L
1236,20_2112011221,5,L
1232,4_0000000221,5,L
703,32_0112111221,6,L
704,33_0112110221,6,L
628,10_1110111121,6,L
629,13_1111111211,6,L
630,14_1111111211,6,L
631,20_0111211001,6,L
632,21_0111211001,6,L
633,22_1111111101,6,L
634,26_1110111021,6,L
702,23_0000111121,6,L
1311,19_2102210101,6,L
705,34_2112111221,6,L
635,27_1110212021,6,L
699,19_0000111111,6,L
698,18_0000111111,6,L
697,17_0000111111,6,L
636,29_1110212021,6,L
637,30_2222210021,6,L
638,31_2222110000,6,L
1312,20_2102210101,6,L
1313,25_2100002001,6,L
1314,26_2100002001,6,L
1315,27_2100002001,6,L
1316,28_2100002001,6,L
1310,16_2102212101,6,L
706,35_2112111201,6,L
1309,15_2102212101,6,L
86,7_2100121000,6,L
1307,13_2102212202,6,L
1474,43_0112211221,6,L
1475,44_0112211221,6,L
1476,45_0112211221,6,L
1477,46_0112212221,6,L
1478,47_0112212221,6,L
95,17_2100101000,6,L
94,16_2100111000,6,L
1473,42_0112211221,6,L
93,15_0112011200,6,L
91,12_2112112021,6,L
90,11_2122111021,6,L
89,10_2122111121,6,L
88,9_2122211121,6,L
700,20_0000111111,6,L
84,5_2100121000,6,L
85,6_2100121000,6,L
92,14_0112011200,6,L
1472,41_0112210000,6,L
1471,40_0112210000,6,L
1470,39_0012211000,6,L
1306,8_2102120202,6,L
1305,7_2102120202,6,L
1304,6_2102120202,6,L
627,9_1110111121,6,L
626,8_1110111221,6,L
625,7_1110111221,6,L
624,3_1111011201,6,L
623,1_1111011221,6,L
1303,5_2102120202,6,L
87,8_2000120000,6,L
1463,32_0012211000,6,L
1464,33_0012211000,6,L
1465,34_0012211000,6,L
1466,35_0012211000,6,L
1467,36_0012211000,6,L
1468,37_0012211000,6,L
1469,38_0012211000,6,L
1308,14_2102212202,6,L
701,22_0000111121,6,L
